"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03"
"Westchester","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704450,699900,697000,754000,799000,799000,764000,799000,822500,829000,821200,819000,799000,799000,824000,819000,829000,829500,829250,849999.5,859000,882000,857000,855000,899000,899000,879000,889000,899000
"La Sierra","Riverside","CA","Riverside","Riverside",235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296250,317500,309900,319900,329900,337250,325000,317500,318700,329900,329950,329900,329450,329900,330000,339900,349900,357450,352499.5,349850,350000,349990,349000,349900
"Hyde Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319000,319000,315000,310000,319950,319450,344999,331750,349750,368500,350000,347000,349000,345000,369900,377000,348000,384750,399950,399900,412500,394950,382500,385000,387499.5,389900,395000,385000,385000
"Studio City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934450,944000,997000,929000,849475,964500,962500,925000,957450,924000,949000,914500,849000,899000,899000,949500,1049000,1039460,1005999.5,1050000,1087500,1100000,1099000,1050000,1059000,999950,1150000,1149950,1125000
"Del Rey","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709000,699000,729500,719900,729950,714450,720000,749000,725000,734000,749000,780000,750000,779000,799000,789000,854000,859000,859000,825000,837000,850000,844500,840000,835000,835000,849000,849500,899000
"West Lawn","Chicago","IL","Chicago","Cook",239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,144900,139900,131900,139900,139900,148750,149000,149900,154900,149000,149700,146500,137450,146500,144300,145900,149900,157950,159900,160000,161900,165000,155000,159900,159950,149900,149900,165500
"West","Fresno","CA","Fresno","Fresno",240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178445,189500,209900,206950,194999,179925,194999,192449.5,199000,199900,224225,219900,212250,220000,228225,234600,228450,217000,215000,218000,224900,229000,224950,220000,218500,209830,202500,210000,219000
"Whitney","Las Vegas","NV","Las Vegas","Clark",241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,135000,134846,143000,135000,140000,143999,145000,140000,140000,140000,142700,148650,150000,150000,150000,150000,151495,150000,150000,153000,154900,155000,150000,158000
"West Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000,599000,587250,589500,554000,599000,599000,582499.5,579999,579000,579999.5,579900,578000,556500,584950,589990,599000,589999,619500,595000,619000,629000,614900,632450,649000,645000,634000,647500,649995
"Columbia Heights","Washington","DC","Washington","District of Columbia",243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422400,407450,399900,399900,359450,392500,399900,469777.5,485000,499000,487000,475000,474777.5,417450,452450,405000,447000,449000,499900,499949.5,532500,525000,530000,525000,518500,569000,560125,569000,597000,572450,549000,595000,550000,575000,559000,559500,579950,572450,568700,569900,579000,549450,567000,550000
"Juniata Park","Philadelphia","PA","Philadelphia","Philadelphia",244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93500,93250,92499.5,91499.5,89900,90000,89900,85000,85450,85000,86250,85900,84900,75000,79900,84900,85000,84900,79900,79900,80000,84900,79900,79900,79066,79900,79900,69900,79900
"Old Brooklyn","Cleveland","OH","Cleveland","Cuyahoga",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,70400,69788.5,69500,72000,72500,74700,74200,70500,72000,69900,69900,66989,65994.5,69700,67950,65000,64900,67900,68250,68450,69850,69000,68900,69900,69500,69900,69900,71900
"North Central","Pasadena","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469900,479000,475000,487000,477000,479000,469000,499000,498800,499000,499000,479999,499000,499949,498900,497000,499000,518000,509000,519000,499999,520000,530000,532000,532450,539450,524950,525000,550000
"Bustleton","Philadelphia","PA","Philadelphia","Philadelphia",247,214900,209949.5,209900,214950,215000,224900,225000,219900,219900,224900,219900,219900,224900,206967.5,224950,219900,219900,214900,212450,219900,215000,214999.5,207000,206950,208900,2e+05,184950,179900,189400,185000,174575,169900,168900,182500,205000,204900,202449.5,209000,224900,224900,224900,214900,219000,214450,224900,219950,220000,220000,229450,224750,214900,225000,224900,219900,217000,219900,224900,219900,219900,207450,209900,218000,222900,224900,219900,229900,229000,219900,218000,229950,239900,239900,250000,254900,234900
"Hyde Park","Boston","MA","Boston","Suffolk",248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308000,3e+05,269500,299450,299900,302000,310000,329950,325000,325000,329900,335000,326000,329000,322000,324500,335000,339900,339000,349450,349900,349900,349000,335000,329000,337450,299950,3e+05,299000
"Oak Cliff","Dallas","TX","Dallas-Fort Worth","Dallas",249,239450,239900,249000,247250,249000,249500,250000,239000,250000,237000,219000,215000,219900,229700,229250,229700,247995,239450,239000,199475,229900,233750,225000,223450,239000,250000,264900,282000,289900,250000,265000,265000,274950,279900,281250,294500,294750,299000,314450,314900,315000,307450,299000,298750,299450,299000,319500,315000,289900,317400,349950,349950,345000,345000,349900,397000,382500,395000,385000,340000,369000,379900,386450,375000,379000,385000,379500,385000,399900,395000,395000,403749.5,399949.5,392500,399900
"Fort Bend - Houston","Houston","TX","Houston","Harris",250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81731,85000,85000,84000,82000,81450,83450,81000,84000,86950,89900,94700,90500,88000,90000,89950,94500,92250,95000,94500,95500,92360,101450,103500,89450,99900,97250,96750,105000,1e+05
"Overbrook","Philadelphia","PA","Philadelphia","Philadelphia",251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,125950,121900,124900,122400,121900,122000,124900,117000,113400,110000,110000,109900,109900,116500,119900,119450,125000,129900,125000,119900,116000,120000,119900,123700,123700,123250,120000,124450
"Wolf Creek","Dallas","TX","Dallas-Fort Worth","Dallas",252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88500,84950,84949.5,84999,89000,88500,85000,83500,93000,91950,99900,98950,99900,99900,93700,1e+05,89000,97800,101500,105000,102000,115000,115000,115000,116000,116000,115000,118000,118000
"Mount Lebanon","Pittsburgh","PA","Pittsburgh","Allegheny",253,209900,219900,210000,214950,219900,215000,202500,205000,199900,209900,209900,209900,201999.5,209900,209900,209900,209000,205000,199900,199900,199950,205000,209000,209000,202500,204950,209900,211000,205000,209900,194950,199900,2e+05,205000,219900,210000,218950,229900,227250,224900,225000,229900,222250,219950,225000,229900,229700,223900,214000,220950,231150,239150,244900,259900,251450,255000,264950,265000,254900,237450,249900,247000,259450,272400,259949.5,269900,265000,265000,279900,284900,284900,273500,269900,299900,289900
"West Oak Lane","Philadelphia","PA","Philadelphia","Philadelphia",254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,117500,119650,119900,119700,115000,115903,118500,115000,118000,119000,117450,118250,110000,112000,114900,114900,119700,119900,120000,119900,120000,119950,112000,120000,119000,119000,114950,116277.5
"Venice","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199000,1195000,1295000,1350000,1395000,1340000,1370000,1349475,1369000,1299900,1298000,1295000,1362500,1350000,1362500,1312500,1300000,1350000,1412000,1495000,1495000,1532500,1595000,1565000,1549000,1599999,1612500,1595000,1612499.5
"South Corona","Corona","CA","Riverside","Riverside",256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479900,478944,495000,495000,495000,5e+05,525000,515000,502500,500800,489000,495000,490400,489500,492500,515000,516500,518800,529000,524900,515000,519999,514950,505899.5,500925,509750,509300,519700,519900
"Laveen","Phoenix","AZ","Phoenix","Maricopa",257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000,170000,168925,174900,174975,176700,179900,177893,179647.5,179900,182725,179990,179900,175000,179945,184925,184900,184900,188990,187990,188925,189900,189990,189990,195000,194900,197945,190000,189949.5
"Greenpoint","New York","NY","New York","Kings",258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994000,1150000,1100000,1199000,1100000,1100000,992000,995000,1050000,995000,985000,998000,991500,1049500,998999.5,1085000,1132000,1135000
"Roslindale","Boston","MA","Boston","Suffolk",259,,,289900,289900,287000,284450,272000,264000,287000,289000,279900,275000,279000,267450,289000,287000,292450,289000,275000,269000,266500,279000,269000,269000,255000,259000,279000,279000,287000,295000,279000,269000,289500,297000,324900,322400,324900,314900,309900,340000,327400,344950,334900,329900,340000,339000,336950,334900,319000,324900,329000,339000,339000,329000,339000,349900,349900,352450,399000,414000,449900,435000,419000,419000,445000,449000,447000,445000,384000,390000,399000,399000,399900,399450,427000
"Sawtelle","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649950,719000,695000,649888.5,649950,649838.5,679000,619000,619000,598500,654000,692750,699000,699000,720000,699500,749000,734000,679950,690650,680000,699499.5,750000,779000,799000,795600,799900,799000,786500,785000,780000,795000,782500,808000,829000
"14621","Rochester","NY","Rochester","Monroe",261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34900,34900,34900,34900,34900,37700,39900,43950,43000,39900,44900,44500,39900,38000,35000,34900,34900,35000,37900,39900,39900,39102,36900,34900,34000,29900,29900,31399.5,32450,34900
"Summerlin South","Las Vegas","NV","Las Vegas","Clark",262,350000,366000,329997.5,299945,298404.5,261250,259990,259000,252743,255000,224900,220000,212626.5,220000,215000,199950,225000,225000,225000,235000,229999,228250,242995,239837,242995,250000,254900,264745,268995,269000,280472.5,280000,275000,277990,291990,299900,309000,313790,313790,324900,336747,331334,333880,329000,332315,345990,346445,358856,352500,375000,375000,384018,398000,399825,380000,375000,375000,375000,371000,379450,389000,399900,409995.5,414500,399990,395000,394000,399949.5,399945,399000,415000,410000,429000,430000,420000
"West Raleigh","Raleigh","NC","Raleigh","Wake",263,154900,152500,149900,144450,149450,149900,150000,156616.5,154900,154900,156900,157450,150000,150000,147900,139000,145000,149900,149450,149900,139900,144900,142900,155000,155000,155000,159450,159995,165000,162950,165000,158900,155500,155225,165000,174500,161200,170000,169500,167450,169900,170000,169950,175000,188450,184950,184900,168000,189000,164000,164900,157450,169800,169950,170000,169900,172500,168900,154700,165000,163000,169900,169900,155900,170000,188000,170000,195000,185900,191500,187450,190482,185900,187750,187500
"Rochdale","New York","NY","New York","Queens",264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389000,389499.5,399000,369000,369000,399000,377950,375000,379000,379000,379000,379000,399000,399000,359000,359000,385000,419000,397000,389000,399000,386000,379000,412500,399000,439000,449900,449994.5,444500
"Makiki-Lower Punchbowl-Tantalus","Honolulu","HI","Urban Honolulu, HI","Honolulu",265,280000,298888,310000,310000,308875,299725,299500,319500,319000,309000,299925,299000,295000,295000,299000,296500,308000,295000,310000,347050,345000,367000,386000,380000,380000,374000,376850,359000,369000,350000,359450,354500,339000,319000,318000,309900,315000,315000,323350,336000,320000,310000,315000,319500,299999.5,3e+05,318000,325000,339000,352450,354900,338000,350000,349000,349500,350000,360000,343000,336500,359500,384000,398000,380000,398000,384000,375000,388000,385000,375000,398000,398000,385000,385000,365000,399500
"Glendale","New York","NY","New York","Queens",266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569000,549000,549990,549000,549000,549000,548500,569000,599000,599000,659000,599000,599000
"Middle Village","New York","NY","New York","Queens",267,519000,519000,519000,519000,519000,518000,516500,519500,534900,534900,534900,499000,499000,465000,499000,485000,478000,478000,498500,499000,479000,499000,499000,499000,508500,499000,499000,499000,508000,519000,508000,492500,459500,466500,519000,499000,509000,518000,489000,499000,489450,509000,499000,507000,524800,492000,459000,439000,458500,514000,563500,569000,569999,574499.5,569000,574500,569000,564500,578000,569000,578000,588000,619000,598000,6e+05,649000,649000,649000,649999,675500,689000,688000,653500,631500,634000
"Bay Terraces","San Diego","CA","San Diego","San Diego",268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000,278250,279000,290000,297499.5,305000,279000,299000,3e+05,299950,310000,309950,317500,309900,304500,325000,284900,299000,299949.5,316450,349450,330000,299500,330000,330000,339000,312000,330000,345000
"The Colony","Anaheim","CA","Los Angeles-Long Beach-Anaheim, CA","Orange",269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,469900,445245,429900,419950,419900,422500,425000,425000,399450,419450,429000,429000,436900,428888,429900,429900,429900,450000,470000,479900,462450,484900,479900,495000,479900,497000,499000,5e+05
"Sugar House","Salt Lake City","UT","Salt Lake City","Salt Lake",270,264900,262000,267247.5,265000,259900,249950,254961,259900,255000,259900,253461,249000,240000,245000,239900,234504,234702,235153,230965,235153,239000,240916,229950,230482.5,229000,230000,229000,220900,215250,221900,229000,240458,253000,265000,279450,267500,265000,266900,269450,274950,294900,285000,288950,289000,299987,299000,289000,289900,289000,289450,299900,305000,318950,319000,317000,319000,320000,303950,302900,3e+05,325000,310000,325000,310000,314950,318000,319450,319999.5,329900,329900,320000,313900,325000,332950,334950
"Berclair-Highland Heights","Memphis","TN","Memphis","Shelby",271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36250,34000,30000,30000,28950,30000,32500,29900,34000,33960,34450,30000,32250,35000,34900,30830,30000,29900,29700,29900,31250,35500,35700,32900,31500,32050,29000,31875,32000
"Gateway - Green Valley Ranch","Denver","CO","Denver","Denver",272,145000,145000,145000,145000,144000,145000,143450,143800,152100,153995,144900,141250,144900,134900,130000,127500,125000,133750,135000,139450,137000,137900,133450,131450,130000,139900,140000,137400,143500,150000,154900,157450,155000,159900,162460,165000,170500,174500,182000,184900,189945,195000,200500,205205,209000,203000,205000,202999,2e+05,207000,214900,222000,225000,225000,229900,225000,225000,225000,234975,234000,239450,245000,249700,250000,252450,255000,258000,258900,260000,275000,280000,281000,285000,285000,285000
"Downtown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539000,549000,577000,579000,589000,579450,559000,549000,532000,525000,525000,539500,562000,575000,585800,595000,582500,615000,629000,641250,650000,645750,652500,676000,679000,699800,689999,689000,647000
"Kingesessing","Philadelphia","PA","Philadelphia","Philadelphia",274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,49250,57000,60000,49249.5,53500,50000,48500,45750,45750,45750,52000,45000,49949.5
"Mayfair","Philadelphia","PA","Philadelphia","Philadelphia",275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,124900,125950,128400,124951,123499.5,124950,124900,127495,124900,124900,124950,125000,120000,119900,123900,129900,129900,129900,129900,130000,129900,129900,124900,118450,119900,124900,125000,125999,125000,124900,125000,125000,129000,128487.5,128681.5,124950,124950,124900,128950
"Mears Corner","Virginia Beach","VA","Virginia Beach","Virginia Beach City",276,236350,234900,229000,229000,229000,227900,229900,234900,235000,232000,229000,224900,217900,224000,218500,218500,219900,211750,215000,215000,207000,2e+05,2e+05,214900,209900,214450,215000,205000,214900,212000,209954.5,209900,2e+05,199900,215000,220000,217000,212450,219950,229000,225000,225000,220700,219900,228000,226000,225000,224900,218000,230000,236750,235500,239000,239900,239000,229900,229000,225000,225000,227250,229450,229900,229900,234900,237900,234900,237000,231950,233300,234900,234900,234900,229000,225000,230000
"Southwest","Reno","NV","Reno","Washoe",277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338500,337750,326500,329000,349000,350000,355950,359000,359900,372500,367000,359500,369900,380000,384875,384750,379500,389000,399000,399950,421500,430000,422500,429000,414950,399000,399000,415000
