GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDOE001,ABDOE002,ABDOE003,ABDOE004,ABDOE005,ABDOE006,ABDOE007,ABDOE008,ABDOE009,ABDOE010,ABDOE011,ABDOE012,ABDOE013,ABDOE014,ABDOE015,ABDOE016,ABDOE017,ABDPE001,NAME_M,ABDOM001,ABDOM002,ABDOM003,ABDOM004,ABDOM005,ABDOM006,ABDOM007,ABDOM008,ABDOM009,ABDOM010,ABDOM011,ABDOM012,ABDOM013,ABDOM014,ABDOM015,ABDOM016,ABDOM017,ABDPM001,GEOID10
"G53003300303114","2010-2014",,,"Washington","53","King County","033",,,"030311","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 303.11, King County, Washington",322,9,0,42,48,34,41,17,9,0,10,13,59,10,0,21,9,32258,"Block Group 4, Census Tract 303.11, King County, Washington",86,16,12,40,54,55,52,20,14,12,17,19,43,15,12,23,14,13532,"530330303114"
"G53003300303121","2010-2014",,,"Washington","53","King County","033",,,"030312","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 303.12, King County, Washington",651,10,62,39,57,96,67,36,11,42,35,62,60,25,28,0,21,32295,"Block Group 1, Census Tract 303.12, King County, Washington",117,17,57,39,53,51,58,55,18,63,33,60,50,28,27,12,24,13067,"530330303121"
"G53003300303122","2010-2014",,,"Washington","53","King County","033",,,"030312","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 303.12, King County, Washington",503,0,38,12,58,13,28,22,38,0,83,33,99,51,18,0,10,52699,"Block Group 2, Census Tract 303.12, King County, Washington",105,12,34,21,62,21,32,25,37,12,55,28,67,37,19,12,16,6362,"530330303122"
"G53003300303123","2010-2014",,,"Washington","53","King County","033",,,"030312","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 303.12, King County, Washington",336,6,20,0,31,0,0,7,0,9,31,33,89,36,21,24,29,82794,"Block Group 3, Census Tract 303.12, King County, Washington",65,11,21,12,29,12,12,12,12,14,25,31,43,31,24,26,33,12274,"530330303123"
"G53003300303124","2010-2014",,,"Washington","53","King County","033",,,"030312","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 303.12, King County, Washington",281,11,0,0,10,0,8,10,11,0,24,21,0,44,31,56,55,127917,"Block Group 4, Census Tract 303.12, King County, Washington",66,17,12,12,18,12,13,16,17,12,25,23,12,29,24,55,49,33235,"530330303124"
"G53003300303131","2010-2014",,,"Washington","53","King County","033",,,"030313","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 303.13, King County, Washington",721,81,59,67,59,94,34,17,80,76,27,88,29,0,10,0,0,32537,"Block Group 1, Census Tract 303.13, King County, Washington",109,64,59,78,43,66,34,19,53,59,30,72,34,12,17,12,12,14078,"530330303131"
"G53003300303132","2010-2014",,,"Washington","53","King County","033",,,"030313","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 303.13, King County, Washington",1005,173,53,20,36,88,49,115,69,48,49,107,155,13,12,0,18,37346,"Block Group 2, Census Tract 303.13, King County, Washington",126,110,69,17,34,73,39,83,59,44,41,59,115,15,18,12,20,8933,"530330303132"
"G53003300303141","2010-2014",,,"Washington","53","King County","033",,,"030314","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 303.14, King County, Washington",900,89,77,57,58,58,68,12,73,37,33,110,194,10,24,0,0,43019,"Block Group 1, Census Tract 303.14, King County, Washington",135,90,75,49,60,41,65,18,68,49,37,77,105,17,31,12,12,11605,"530330303141"
"G53003300303142","2010-2014",,,"Washington","53","King County","033",,,"030314","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 303.14, King County, Washington",365,9,65,17,12,12,15,0,47,21,20,21,82,9,18,17,0,45982,"Block Group 2, Census Tract 303.14, King County, Washington",95,14,77,20,21,19,24,12,52,26,33,25,58,15,23,19,12,24779,"530330303142"
"G53003300303143","2010-2014",,,"Washington","53","King County","033",,,"030314","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 303.14, King County, Washington",643,21,90,63,37,53,89,14,9,37,79,90,25,26,10,0,0,33288,"Block Group 3, Census Tract 303.14, King County, Washington",115,25,62,61,34,45,56,17,13,29,56,64,27,30,16,12,12,10952,"530330303143"
"G53003300304011","2010-2014",,,"Washington","53","King County","033",,,"030401","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 304.01, King County, Washington",795,70,55,11,61,11,42,25,0,22,68,99,82,80,56,113,0,68661,"Block Group 1, Census Tract 304.01, King County, Washington",156,94,56,18,73,20,66,42,12,37,56,73,64,66,61,83,12,17279,"530330304011"
"G53003300304012","2010-2014",,,"Washington","53","King County","033",,,"030401","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 304.01, King County, Washington",506,15,0,0,43,15,0,22,17,9,33,48,159,79,43,15,8,90379,"Block Group 2, Census Tract 304.01, King County, Washington",131,25,12,12,34,24,12,24,26,19,33,49,99,61,43,25,13,9980,"530330304012"
"G53003300304013","2010-2014",,,"Washington","53","King County","033",,,"030401","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 304.01, King County, Washington",541,0,89,0,0,0,10,0,25,42,7,90,122,35,53,68,0,81442,"Block Group 3, Census Tract 304.01, King County, Washington",142,12,74,12,12,12,18,12,41,51,14,116,84,46,50,66,12,24222,"530330304013"
"G53003300304014","2010-2014",,,"Washington","53","King County","033",,,"030401","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 304.01, King County, Washington",518,12,0,0,17,0,83,11,0,12,30,10,88,52,91,55,57,94861,"Block Group 4, Census Tract 304.01, King County, Washington",132,21,12,12,28,12,92,18,12,19,38,18,54,59,89,56,61,48604,"530330304014"
"G53003300304015","2010-2014",,,"Washington","53","King County","033",,,"030401","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 304.01, King County, Washington",607,32,0,37,19,36,0,0,0,36,102,26,128,52,106,7,26,82956,"Block Group 5, Census Tract 304.01, King County, Washington",181,48,12,35,31,43,12,12,12,57,91,41,80,53,114,19,40,45928,"530330304015"
"G53003300304031","2010-2014",,,"Washington","53","King County","033",,,"030403","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 304.03, King County, Washington",702,0,8,22,68,9,17,49,58,21,72,140,131,13,45,49,0,61184,"Block Group 1, Census Tract 304.03, King County, Washington",88,12,12,26,49,13,20,43,63,23,54,74,63,18,34,29,12,7081,"530330304031"
"G53003300304032","2010-2014",,,"Washington","53","King County","033",,,"030403","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 304.03, King County, Washington",382,31,0,0,11,0,8,0,0,20,56,15,52,88,20,52,29,97000,"Block Group 2, Census Tract 304.03, King County, Washington",70,46,12,12,17,12,12,12,12,19,48,18,38,59,22,36,24,26389,"530330304032"
"G53003300304033","2010-2014",,,"Washington","53","King County","033",,,"030403","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 304.03, King County, Washington",592,8,8,27,0,9,18,0,23,23,44,83,83,92,99,37,38,90000,"Block Group 3, Census Tract 304.03, King County, Washington",77,13,13,21,12,15,21,12,22,27,30,51,47,44,69,31,37,17111,"530330304033"
"G53003300304041","2010-2014",,,"Washington","53","King County","033",,,"030404","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 304.04, King County, Washington",625,0,7,0,10,58,24,21,16,36,44,99,63,62,52,87,46,72202,"Block Group 1, Census Tract 304.04, King County, Washington",83,12,12,12,15,59,27,17,19,33,38,57,38,42,32,40,35,34489,"530330304041"
"G53003300304042","2010-2014",,,"Washington","53","King County","033",,,"030404","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 304.04, King County, Washington",481,59,22,0,0,0,35,7,52,0,13,39,61,43,104,46,0,76406,"Block Group 2, Census Tract 304.04, King County, Washington",71,55,24,12,12,12,37,12,33,12,16,33,41,31,48,34,12,28567,"530330304042"
"G53003300304043","2010-2014",,,"Washington","53","King County","033",,,"030404","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 304.04, King County, Washington",477,0,0,0,35,13,0,0,23,27,110,29,83,54,38,55,10,75417,"Block Group 3, Census Tract 304.04, King County, Washington",86,12,12,12,54,20,12,12,37,29,73,30,44,43,27,46,16,25336,"530330304043"
"G53003300305011","2010-2014",,,"Washington","53","King County","033",,,"030501","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 305.01, King County, Washington",345,93,10,21,6,28,16,16,6,9,23,55,21,30,0,6,5,34625,"Block Group 1, Census Tract 305.01, King County, Washington",57,44,10,17,10,20,17,15,11,10,19,35,18,28,12,8,8,13969,"530330305011"
"G53003300305012","2010-2014",,,"Washington","53","King County","033",,,"030501","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 305.01, King County, Washington",578,122,159,76,46,57,5,17,34,0,11,25,0,13,0,13,0,15714,"Block Group 2, Census Tract 305.01, King County, Washington",60,58,48,33,25,30,8,16,27,12,14,25,12,17,12,22,12,3790,"530330305012"
"G53003300305031","2010-2014",,,"Washington","53","King County","033",,,"030503","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 305.03, King County, Washington",1040,130,58,48,93,60,164,0,9,15,151,114,103,71,10,14,0,33942,"Block Group 1, Census Tract 305.03, King County, Washington",147,82,40,35,48,51,91,12,15,19,96,46,81,64,16,23,12,17556,"530330305031"
"G53003300305032","2010-2014",,,"Washington","53","King County","033",,,"030503","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 305.03, King County, Washington",1099,51,40,41,0,99,84,85,53,57,66,117,132,181,14,41,38,56681,"Block Group 2, Census Tract 305.03, King County, Washington",145,53,22,33,12,69,53,59,34,45,41,67,63,115,22,37,32,15761,"530330305032"
"G53003300305041","2010-2014",,,"Washington","53","King County","033",,,"030504","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 305.04, King County, Washington",368,85,8,42,0,7,19,23,33,23,41,6,64,17,0,0,0,38750,"Block Group 1, Census Tract 305.04, King County, Washington",85,56,13,32,12,12,21,31,39,34,40,9,40,21,12,12,12,12962,"530330305041"
"G53003300305042","2010-2014",,,"Washington","53","King County","033",,,"030504","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 305.04, King County, Washington",493,6,21,0,4,9,31,14,37,48,72,115,79,20,8,22,7,61250,"Block Group 2, Census Tract 305.04, King County, Washington",105,10,18,12,9,14,30,23,39,59,36,95,58,20,12,20,11,7959,"530330305042"
"G53003300305043","2010-2014",,,"Washington","53","King County","033",,,"030504","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 305.04, King County, Washington",381,33,101,43,13,14,23,4,12,51,31,14,10,14,5,0,13,25089,"Block Group 3, Census Tract 305.04, King County, Washington",100,38,72,35,15,21,22,7,19,41,46,16,18,16,9,12,15,14404,"530330305043"
"G53003300305044","2010-2014",,,"Washington","53","King County","033",,,"030504","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 305.04, King County, Washington",692,49,23,67,42,6,8,86,24,26,49,160,127,0,20,5,0,53214,"Block Group 4, Census Tract 305.04, King County, Washington",122,42,19,83,32,11,14,61,22,23,32,78,69,12,18,9,12,17550,"530330305044"
"G53003300306001","2010-2014",,,"Washington","53","King County","033",,,"030600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 306, King County, Washington",434,57,0,68,12,11,18,11,0,26,73,25,41,37,21,34,0,57582,"Block Group 1, Census Tract 306, King County, Washington",124,75,12,68,21,18,29,19,12,36,82,39,47,44,24,39,12,29838,"530330306001"
"G53003300306002","2010-2014",,,"Washington","53","King County","033",,,"030600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 306, King County, Washington",607,12,12,36,72,18,51,85,23,55,17,50,74,11,46,45,0,44402,"Block Group 2, Census Tract 306, King County, Washington",122,19,20,56,58,28,67,51,30,45,29,57,44,20,39,49,12,12326,"530330306002"
"G53003300306003","2010-2014",,,"Washington","53","King County","033",,,"030600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 306, King County, Washington",440,42,0,0,0,64,10,19,67,23,34,101,57,11,0,0,12,46957,"Block Group 3, Census Tract 306, King County, Washington",113,31,12,12,12,59,21,30,51,29,37,82,69,25,12,12,18,18047,"530330306003"
"G53003300306004","2010-2014",,,"Washington","53","King County","033",,,"030600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 306, King County, Washington",638,74,0,91,0,72,98,0,22,18,82,93,8,61,19,0,0,33974,"Block Group 4, Census Tract 306, King County, Washington",124,50,12,81,12,65,80,12,35,30,101,92,17,62,29,12,12,21796,"530330306004"
"G53003300307001","2010-2014",,,"Washington","53","King County","033",,,"030700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 307, King County, Washington",540,55,0,75,42,46,10,19,8,69,62,41,66,5,28,8,6,46875,"Block Group 1, Census Tract 307, King County, Washington",96,52,12,52,29,49,16,21,12,51,64,29,52,9,42,13,10,16736,"530330307001"
"G53003300307002","2010-2014",,,"Washington","53","King County","033",,,"030700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 307, King County, Washington",493,69,7,27,76,29,16,49,27,29,25,39,49,22,0,29,0,36563,"Block Group 2, Census Tract 307, King County, Washington",77,46,11,25,50,20,18,35,36,24,24,38,36,25,12,30,12,8604,"530330307002"
"G53003300307003","2010-2014",,,"Washington","53","King County","033",,,"030700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 307, King County, Washington",459,20,8,11,54,38,21,16,34,16,95,26,92,28,0,0,0,51065,"Block Group 3, Census Tract 307, King County, Washington",98,31,13,17,45,32,20,20,29,19,69,29,59,25,12,12,12,9534,"530330307003"
"G53003300308011","2010-2014",,,"Washington","53","King County","033",,,"030801","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 308.01, King County, Washington",631,63,104,47,60,35,20,48,33,10,24,64,101,22,0,0,0,33313,"Block Group 1, Census Tract 308.01, King County, Washington",128,86,97,61,66,43,24,49,38,16,30,55,69,27,12,12,12,16163,"530330308011"
"G53003300308012","2010-2014",,,"Washington","53","King County","033",,,"030801","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 308.01, King County, Washington",707,108,138,40,20,95,37,0,76,32,80,25,38,10,8,0,0,28115,"Block Group 2, Census Tract 308.01, King County, Washington",133,77,95,47,35,73,46,12,62,30,58,31,49,16,12,12,12,6237,"530330308012"
