GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDOE001,ABDOE002,ABDOE003,ABDOE004,ABDOE005,ABDOE006,ABDOE007,ABDOE008,ABDOE009,ABDOE010,ABDOE011,ABDOE012,ABDOE013,ABDOE014,ABDOE015,ABDOE016,ABDOE017,ABDPE001,NAME_M,ABDOM001,ABDOM002,ABDOM003,ABDOM004,ABDOM005,ABDOM006,ABDOM007,ABDOM008,ABDOM009,ABDOM010,ABDOM011,ABDOM012,ABDOM013,ABDOM014,ABDOM015,ABDOM016,ABDOM017,ABDPM001,GEOID10
"G41001700003004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3, Deschutes County, Oregon",809,53,0,139,83,132,34,33,124,11,15,34,89,0,0,62,0,29908,"Block Group 4, Census Tract 3, Deschutes County, Oregon",204,48,12,109,98,90,39,36,107,17,24,37,97,12,12,80,12,12659,"410170003004"
"G41001700004011","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000401","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4.01, Deschutes County, Oregon",967,89,9,40,103,27,131,26,72,21,29,142,149,31,73,17,8,43533,"Block Group 1, Census Tract 4.01, Deschutes County, Oregon",125,67,14,31,68,24,82,25,55,26,22,73,82,28,63,20,14,18076,"410170004011"
"G41001700004012","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000401","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4.01, Deschutes County, Oregon",827,77,58,54,0,23,101,59,31,35,52,81,90,68,55,31,12,47958,"Block Group 2, Census Tract 4.01, Deschutes County, Oregon",123,45,61,66,12,26,85,72,29,30,41,49,54,45,42,32,18,14309,"410170004012"
"G41001700004021","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000402","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4.02, Deschutes County, Oregon",549,0,40,50,16,25,10,63,0,74,51,34,75,58,34,0,19,49844,"Block Group 1, Census Tract 4.02, Deschutes County, Oregon",112,12,41,57,18,29,16,59,12,53,40,40,44,56,41,12,30,14453,"410170004021"
"G41001700004022","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000402","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4.02, Deschutes County, Oregon",427,44,28,0,28,38,0,18,14,76,0,41,11,85,0,14,30,48646,"Block Group 2, Census Tract 4.02, Deschutes County, Oregon",162,42,44,12,46,49,12,29,22,84,12,40,17,101,12,22,47,19039,"410170004022"
"G41001700004023","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000402","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4.02, Deschutes County, Oregon",70,0,0,0,16,0,0,12,0,0,10,10,0,22,0,0,0,56750,"Block Group 3, Census Tract 4.02, Deschutes County, Oregon",53,12,12,12,25,12,12,19,12,12,16,17,12,33,12,12,12,45397,"410170004023"
"G41001700005001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Deschutes County, Oregon",588,118,0,16,39,0,44,13,0,25,38,56,68,71,44,15,41,60227,"Block Group 1, Census Tract 5, Deschutes County, Oregon",117,99,12,25,53,12,35,16,12,28,33,38,43,58,70,19,43,30187,"410170005001"
"G41001700005002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Deschutes County, Oregon",135,0,0,0,13,0,0,0,15,0,0,66,26,0,0,0,15,73701,"Block Group 2, Census Tract 5, Deschutes County, Oregon",105,12,12,12,21,12,12,12,23,12,12,87,41,12,12,12,24,11894,"410170005002"
"G41001700005003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5, Deschutes County, Oregon",159,5,0,0,0,1,0,23,26,0,5,56,6,33,4,0,0,65250,"Block Group 3, Census Tract 5, Deschutes County, Oregon",62,8,12,12,12,2,12,25,26,12,8,43,7,37,7,12,12,15102,"410170005003"
"G41001700005004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5, Deschutes County, Oregon",791,26,45,126,63,24,36,65,16,7,100,58,112,67,18,20,8,42708,"Block Group 4, Census Tract 5, Deschutes County, Oregon",128,21,28,54,47,21,26,47,20,8,53,33,56,43,25,18,7,16177,"410170005004"
"G41001700005005","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000500","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 5, Deschutes County, Oregon",560,0,15,16,46,14,17,63,11,54,52,43,61,82,29,14,43,58667,"Block Group 5, Census Tract 5, Deschutes County, Oregon",118,12,23,24,39,22,26,81,18,47,47,40,50,57,28,23,41,16285,"410170005005"
"G41001700006001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Deschutes County, Oregon",1349,184,105,39,50,130,12,80,54,81,111,78,193,147,41,14,30,46385,"Block Group 1, Census Tract 6, Deschutes County, Oregon",223,156,98,37,35,102,19,62,47,51,62,52,91,89,37,22,35,11030,"410170006001"
"G41001700006002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6, Deschutes County, Oregon",519,0,0,14,0,25,74,15,17,25,0,88,104,64,9,0,84,80375,"Block Group 2, Census Tract 6, Deschutes County, Oregon",152,12,12,22,12,32,71,24,28,30,12,69,110,82,16,12,65,35334,"410170006002"
"G41001700006003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6, Deschutes County, Oregon",534,49,57,13,40,42,0,20,4,0,8,86,30,65,23,12,85,68462,"Block Group 3, Census Tract 6, Deschutes County, Oregon",118,48,74,20,37,33,12,32,10,12,11,57,34,46,36,20,103,27630,"410170006003"
"G41001700006004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6, Deschutes County, Oregon",539,72,38,0,28,33,18,24,65,9,0,61,50,60,38,0,43,44673,"Block Group 4, Census Tract 6, Deschutes County, Oregon",121,75,35,12,44,40,22,24,74,14,12,50,55,56,61,12,41,29818,"410170006004"
"G41001700007001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Deschutes County, Oregon",509,0,14,11,47,0,23,58,0,46,41,85,31,36,89,8,20,62865,"Block Group 1, Census Tract 7, Deschutes County, Oregon",134,12,22,17,80,12,26,52,12,50,47,52,38,35,74,15,33,19543,"410170007001"
"G41001700007002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Deschutes County, Oregon",1374,17,31,36,125,150,0,185,78,45,178,243,63,197,0,26,0,50909,"Block Group 2, Census Tract 7, Deschutes County, Oregon",192,26,36,44,130,139,12,122,81,38,86,143,49,121,12,24,12,12276,"410170007002"
"G41001700007003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7, Deschutes County, Oregon",402,36,0,24,11,27,0,0,42,0,20,21,72,106,15,15,13,81250,"Block Group 3, Census Tract 7, Deschutes County, Oregon",80,41,12,28,17,34,12,12,52,12,24,20,52,76,24,23,20,29212,"410170007003"
"G41001700007004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7, Deschutes County, Oregon",754,28,93,89,12,0,28,0,0,90,0,77,89,61,117,10,60,72959,"Block Group 4, Census Tract 7, Deschutes County, Oregon",134,31,87,84,20,12,32,12,12,70,12,86,80,81,78,16,83,36439,"410170007004"
"G41001700008001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8, Deschutes County, Oregon",1464,0,62,58,42,195,121,91,137,31,124,132,210,131,67,52,11,48750,"Block Group 1, Census Tract 8, Deschutes County, Oregon",145,12,44,48,40,109,105,65,72,30,82,59,102,63,52,50,17,14226,"410170008001"
"G41001700008002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8, Deschutes County, Oregon",418,32,22,70,122,16,45,17,14,13,33,0,19,0,15,0,0,23432,"Block Group 2, Census Tract 8, Deschutes County, Oregon",130,33,20,92,106,25,73,26,24,23,37,12,28,12,25,12,12,5559,"410170008002"
"G41001700008003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 8, Deschutes County, Oregon",349,44,32,57,30,15,0,0,20,0,95,0,0,12,44,0,0,29417,"Block Group 3, Census Tract 8, Deschutes County, Oregon",95,35,36,63,24,23,12,12,30,12,74,12,12,22,42,12,12,34083,"410170008003"
"G41001700008004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 8, Deschutes County, Oregon",355,52,0,23,28,37,14,0,32,75,61,0,33,0,0,0,0,41836,"Block Group 4, Census Tract 8, Deschutes County, Oregon",117,44,12,35,31,41,22,12,36,91,84,12,38,12,12,12,12,16768,"410170008004"
"G41001700009001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9, Deschutes County, Oregon",996,228,108,39,181,80,62,136,22,14,12,86,13,15,0,0,0,24199,"Block Group 1, Census Tract 9, Deschutes County, Oregon",212,145,104,42,158,53,81,101,28,23,19,61,22,24,12,12,12,2298,"410170009001"
"G41001700009002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9, Deschutes County, Oregon",634,20,65,53,101,46,15,59,158,0,42,39,23,13,0,0,0,36012,"Block Group 2, Census Tract 9, Deschutes County, Oregon",163,32,49,65,82,45,26,71,119,12,44,37,28,22,12,12,12,11568,"410170009002"
"G41001700009003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9, Deschutes County, Oregon",511,30,84,12,26,57,43,32,11,45,15,77,42,18,19,0,0,35417,"Block Group 3, Census Tract 9, Deschutes County, Oregon",117,35,84,19,31,52,42,27,20,43,25,60,40,28,34,12,12,14716,"410170009003"
"G41001700009004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"000900","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9, Deschutes County, Oregon",855,211,58,17,118,120,10,12,35,13,45,93,56,53,14,0,0,25683,"Block Group 4, Census Tract 9, Deschutes County, Oregon",160,130,47,27,79,101,17,18,41,21,42,82,64,52,23,12,12,3614,"410170009004"
"G41001700010011","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001001","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 10.01, Deschutes County, Oregon",957,50,39,28,73,90,36,41,50,0,113,134,158,83,28,34,0,55951,"Block Group 1, Census Tract 10.01, Deschutes County, Oregon",176,82,47,35,90,89,45,47,57,12,114,116,103,62,46,40,12,12923,"410170010011"
"G41001700010012","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001001","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 10.01, Deschutes County, Oregon",1514,78,96,33,129,139,11,120,78,106,86,190,250,124,49,0,25,48036,"Block Group 2, Census Tract 10.01, Deschutes County, Oregon",284,79,106,27,95,128,18,98,103,89,68,121,180,87,55,12,43,16056,"410170010012"
"G41001700010013","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001001","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 10.01, Deschutes County, Oregon",469,0,0,25,17,16,0,51,16,30,0,103,54,51,31,75,0,70605,"Block Group 3, Census Tract 10.01, Deschutes County, Oregon",132,12,12,41,27,27,12,83,26,48,12,83,63,74,50,72,12,16958,"410170010013"
"G41001700010014","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001001","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 10.01, Deschutes County, Oregon",1050,84,115,141,103,44,61,0,85,0,75,83,139,26,73,21,0,32209,"Block Group 4, Census Tract 10.01, Deschutes County, Oregon",239,79,83,158,98,50,80,12,76,12,75,74,112,43,87,37,12,23374,"410170010014"
"G41001700010015","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001001","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 10.01, Deschutes County, Oregon",590,78,45,0,21,43,18,51,51,7,53,158,47,18,0,0,0,41912,"Block Group 5, Census Tract 10.01, Deschutes County, Oregon",149,86,56,12,36,51,28,48,52,15,60,113,57,30,12,12,12,24173,"410170010015"
"G41001700010021","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001002","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 10.02, Deschutes County, Oregon",937,67,9,52,34,73,31,24,44,85,116,137,50,140,32,36,7,54975,"Block Group 1, Census Tract 10.02, Deschutes County, Oregon",93,41,13,47,26,61,22,20,42,60,63,57,47,92,29,26,11,8530,"410170010021"
"G41001700011001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 11, Deschutes County, Oregon",1217,56,122,34,59,0,69,37,29,25,51,122,172,68,92,109,172,75417,"Block Group 1, Census Tract 11, Deschutes County, Oregon",203,54,138,38,50,12,73,31,33,28,50,84,103,41,60,60,91,18442,"410170011001"
"G41001700011002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 11, Deschutes County, Oregon",750,17,58,47,0,32,13,39,12,87,0,71,71,174,9,83,37,69904,"Block Group 2, Census Tract 11, Deschutes County, Oregon",156,26,74,42,12,37,21,45,20,89,12,60,56,141,16,105,33,43800,"410170011002"
"G41001700011003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 11, Deschutes County, Oregon",1959,13,49,156,78,32,69,76,65,37,186,281,527,226,52,82,30,72156,"Block Group 3, Census Tract 11, Deschutes County, Oregon",194,22,70,119,52,39,62,56,47,45,95,129,172,98,49,64,34,7492,"410170011003"
"G41001700012001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 12, Deschutes County, Oregon",582,58,22,0,15,12,26,58,65,0,79,62,43,71,0,31,40,56000,"Block Group 1, Census Tract 12, Deschutes County, Oregon",136,48,32,12,23,19,30,48,72,12,73,69,41,62,12,27,37,13349,"410170012001"
"G41001700012002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 12, Deschutes County, Oregon",317,0,0,24,38,0,10,0,46,0,0,82,102,0,15,0,0,68560,"Block Group 2, Census Tract 12, Deschutes County, Oregon",96,12,12,29,45,12,17,12,44,12,12,71,84,12,25,12,12,14805,"410170012002"
"G41001700012003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 12, Deschutes County, Oregon",733,44,77,12,22,0,111,0,38,46,64,90,89,72,17,42,9,53352,"Block Group 3, Census Tract 12, Deschutes County, Oregon",115,36,56,21,26,12,74,12,37,45,48,49,59,44,27,44,15,11274,"410170012003"
"G41001700012004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 12, Deschutes County, Oregon",1078,47,0,0,90,36,14,136,49,26,88,157,159,178,69,29,0,64167,"Block Group 4, Census Tract 12, Deschutes County, Oregon",177,57,12,12,94,35,22,106,78,28,82,83,99,91,68,35,12,13645,"410170012004"
"G41001700013001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 13, Deschutes County, Oregon",1530,101,0,156,89,32,43,63,57,20,182,61,142,170,111,115,188,63810,"Block Group 1, Census Tract 13, Deschutes County, Oregon",218,99,12,142,90,50,52,60,54,30,113,72,102,103,106,114,112,25966,"410170013001"
"G41001700013002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 13, Deschutes County, Oregon",1724,30,79,11,46,49,56,41,68,0,30,337,295,214,99,132,237,84521,"Block Group 2, Census Tract 13, Deschutes County, Oregon",197,48,72,19,53,54,60,50,80,12,36,191,143,165,80,84,133,13492,"410170013002"
"G41001700013003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 13, Deschutes County, Oregon",582,165,0,12,0,44,0,0,0,40,0,19,109,35,0,55,103,76310,"Block Group 3, Census Tract 13, Deschutes County, Oregon",168,161,12,21,12,49,12,12,12,51,12,31,70,30,12,63,75,50683,"410170013003"
"G41001700013004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 13, Deschutes County, Oregon",541,17,21,30,14,0,72,0,35,63,45,59,167,0,0,0,18,58528,"Block Group 4, Census Tract 13, Deschutes County, Oregon",151,28,34,47,24,12,80,12,57,72,70,48,128,12,12,12,29,20216,"410170013004"
"G41001700013005","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001300","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 13, Deschutes County, Oregon",225,30,0,0,40,23,39,0,0,0,52,18,23,0,0,0,0,31250,"Block Group 5, Census Tract 13, Deschutes County, Oregon",85,55,12,12,47,37,51,12,12,12,56,30,36,12,12,12,12,25339,"410170013005"
"G41001700014001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 14, Deschutes County, Oregon",1827,77,36,55,111,83,102,59,21,46,80,205,172,224,263,88,205,82989,"Block Group 1, Census Tract 14, Deschutes County, Oregon",194,65,41,43,101,56,81,51,33,56,43,116,86,103,119,57,91,24485,"410170014001"
"G41001700014002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 14, Deschutes County, Oregon",294,0,0,14,40,0,17,14,13,0,43,16,59,44,18,16,0,63438,"Block Group 2, Census Tract 14, Deschutes County, Oregon",80,12,12,22,41,12,29,22,21,12,34,26,53,43,29,27,12,27861,"410170014002"
"G41001700014003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 14, Deschutes County, Oregon",182,0,9,13,24,0,28,40,0,0,0,20,6,0,0,0,42,37946,"Block Group 3, Census Tract 14, Deschutes County, Oregon",72,12,16,21,29,12,42,38,12,12,12,33,10,12,12,12,36,17468,"410170014003"
"G41001700015001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 15, Deschutes County, Oregon",262,29,0,16,0,0,3,41,11,83,0,0,50,0,29,0,0,48219,"Block Group 1, Census Tract 15, Deschutes County, Oregon",100,34,12,24,12,12,10,43,20,70,12,12,64,12,33,12,12,12670,"410170015001"
"G41001700015002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 15, Deschutes County, Oregon",583,35,28,37,52,44,35,22,72,9,39,15,60,91,27,0,17,41689,"Block Group 2, Census Tract 15, Deschutes County, Oregon",134,54,33,43,49,45,35,37,71,15,36,24,50,88,41,12,21,9877,"410170015002"
"G41001700015003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 15, Deschutes County, Oregon",411,60,18,15,116,0,66,59,14,0,36,0,27,0,0,0,0,24917,"Block Group 3, Census Tract 15, Deschutes County, Oregon",168,81,27,30,106,12,81,68,22,12,35,12,40,12,12,12,12,15914,"410170015003"
"G41001700015004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 15, Deschutes County, Oregon",375,14,0,15,49,80,13,10,41,17,34,0,0,40,25,20,17,40396,"Block Group 4, Census Tract 15, Deschutes County, Oregon",111,23,12,26,74,71,21,18,36,26,42,12,12,62,32,25,30,18182,"410170015004"
"G41001700015005","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001500","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 15, Deschutes County, Oregon",884,106,77,77,48,84,27,102,50,21,49,113,0,62,0,19,49,35646,"Block Group 5, Census Tract 15, Deschutes County, Oregon",199,84,67,87,77,71,41,79,43,24,42,76,12,78,12,24,77,9723,"410170015005"
"G41001700016001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 16, Deschutes County, Oregon",430,69,33,23,23,86,72,16,55,12,0,11,30,0,0,0,0,27264,"Block Group 1, Census Tract 16, Deschutes County, Oregon",104,72,26,28,37,80,69,18,66,21,12,17,34,12,12,12,12,5979,"410170016001"
"G41001700016002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 16, Deschutes County, Oregon",805,105,13,54,68,100,27,36,70,14,80,68,114,24,19,0,13,39965,"Block Group 2, Census Tract 16, Deschutes County, Oregon",131,83,22,37,46,59,30,34,63,19,76,62,73,27,27,12,21,11004,"410170016002"
"G41001700016003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 16, Deschutes County, Oregon",1166,71,55,52,109,157,186,50,97,38,101,59,81,62,33,15,0,34089,"Block Group 3, Census Tract 16, Deschutes County, Oregon",147,56,48,45,67,107,121,47,66,36,59,52,57,47,37,22,12,4182,"410170016003"
"G41001700017001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 17, Deschutes County, Oregon",1173,188,85,43,36,100,62,136,35,13,156,96,132,27,33,31,0,38040,"Block Group 1, Census Tract 17, Deschutes County, Oregon",195,125,52,39,30,63,44,85,31,21,81,54,104,32,30,38,12,4718,"410170017001"
"G41001700017002","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 17, Deschutes County, Oregon",886,133,102,30,28,0,111,37,76,71,33,59,172,16,0,18,0,40111,"Block Group 2, Census Tract 17, Deschutes County, Oregon",167,120,98,33,32,12,90,42,77,50,38,53,111,24,12,16,12,11753,"410170017002"
"G41001700017003","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 17, Deschutes County, Oregon",290,0,16,14,52,0,18,0,22,0,11,78,70,9,0,0,0,62500,"Block Group 3, Census Tract 17, Deschutes County, Oregon",84,12,26,23,58,12,30,12,24,12,18,57,51,18,12,12,12,27309,"410170017003"
"G41001700017004","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 17, Deschutes County, Oregon",886,37,51,16,45,32,111,15,123,29,101,72,184,37,0,33,0,46121,"Block Group 4, Census Tract 17, Deschutes County, Oregon",143,45,63,26,47,39,101,24,103,37,75,80,116,36,12,41,12,21089,"410170017004"
"G41001700018001","2010-2014",,,"Oregon","41","Deschutes County","017",,,"001800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 18, Deschutes County, Oregon",841,94,30,27,125,199,79,12,55,63,36,53,25,43,0,0,0,27163,"Block Group 1, Census Tract 18, Deschutes County, Oregon",191,91,33,30,78,109,79,19,64,82,41,53,26,51,12,12,12,3663,"410170018001"
