GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,GEOID10
"G41000500208002","2010","Oregon","41","Clackamas County","005","020800","2",766.00,766,766,848,12.00,12,12,10,5.00,5,5,16,18.00,18,18,24,4.00,4,4,0,14.00,14,14,18,21.00,21,21,39,"410050208002"
"G41000500208003","2010","Oregon","41","Clackamas County","005","020800","3",1501.00,1501,1501,1551,8.00,8,8,12,12.00,12,12,32,23.00,23,23,33,1.00,1,1,11,31.00,31,31,32,69.00,69,69,32,"410050208003"
"G41000500209001","2010","Oregon","41","Clackamas County","005","020900","1",867.27,862,966,879,22.00,22,22,4,9.04,9,10,9,17.00,17,17,13,5.00,5,5,5,14.00,14,14,17,22.00,22,23,26,"410050209001"
"G41000500209002","2010","Oregon","41","Clackamas County","005","020900","2",1260.00,1260,1260,1159,13.00,13,13,19,12.00,12,12,24,3.00,3,3,16,0.00,0,0,2,13.00,13,13,14,44.00,44,44,44,"410050209002"
"G41000500209003","2010","Oregon","41","Clackamas County","005","020900","3",1410.00,1410,1410,1342,20.00,20,20,57,20.00,20,20,10,31.00,31,31,32,0.00,0,0,3,10.00,10,10,40,71.00,71,71,84,"410050209003"
"G41000500210001","2010","Oregon","41","Clackamas County","005","021000","1",902.00,902,902,903,1.00,1,1,4,20.00,20,20,6,18.00,18,18,5,1.00,1,1,2,25.00,25,25,37,17.00,17,17,24,"410050210001"
"G41000500210002","2010","Oregon","41","Clackamas County","005","021000","2",2287.47,2287,2294,2102,13.00,13,13,28,40.00,40,40,58,110.00,110,110,62,6.00,6,6,3,17.00,17,17,42,44.00,44,44,91,"410050210002"
"G41000500210003","2010","Oregon","41","Clackamas County","005","021000","3",1044.00,1044,1044,1033,10.00,10,10,11,4.00,4,4,18,18.00,18,18,18,2.00,2,2,1,13.00,13,13,30,36.00,36,36,31,"410050210003"
"G41000500211001","2010","Oregon","41","Clackamas County","005","021100","1",869.00,869,869,851,3.00,3,3,9,9.00,9,9,8,23.00,23,23,26,0.00,0,0,4,16.00,16,16,26,16.00,16,16,39,"410050211001"
"G41000500211002","2010","Oregon","41","Clackamas County","005","021100","2",1283.00,1283,1283,1188,17.00,17,17,8,8.00,8,8,9,42.00,42,42,40,1.00,1,1,4,12.00,12,12,20,37.00,37,37,39,"410050211002"
"G41000500211003","2010","Oregon","41","Clackamas County","005","021100","3",1136.87,993,1461,1096,7.15,5,12,13,9.15,7,14,12,13.30,9,23,25,1.00,1,1,2,20.15,18,25,42,26.69,23,35,35,"410050211003"
"G41000500211004","2010","Oregon","41","Clackamas County","005","021100","4",1830.13,1506,1974,1648,10.85,6,13,10,26.85,22,29,19,52.70,43,57,63,17.00,17,17,10,49.85,45,52,105,38.31,30,42,73,"410050211004"
"G41000500212001","2010","Oregon","41","Clackamas County","005","021200","1",1570.00,1570,1570,1541,11.00,11,11,40,9.00,9,9,16,11.00,11,11,29,3.00,3,3,2,5.00,5,5,9,41.00,41,41,35,"410050212001"
"G41000500212002","2010","Oregon","41","Clackamas County","005","021200","2",583.00,583,583,576,5.00,5,5,11,7.00,7,7,20,23.00,23,23,21,3.00,3,3,1,24.00,24,24,42,22.00,22,22,24,"410050212002"
"G41000500212003","2010","Oregon","41","Clackamas County","005","021200","3",1306.00,1306,1306,1296,9.00,9,9,14,29.00,29,29,18,20.00,20,20,16,2.00,2,2,0,111.00,111,111,75,43.00,43,43,73,"410050212003"
"G41000500213001","2010","Oregon","41","Clackamas County","005","021300","1",2064.00,2064,2064,2356,16.00,16,16,31,16.00,16,16,34,40.00,40,40,42,2.00,2,2,12,59.00,59,59,108,85.00,85,85,104,"410050213001"
"G41000500213002","2010","Oregon","41","Clackamas County","005","021300","2",1973.00,1973,1973,1951,10.00,10,10,11,13.00,13,13,10,36.00,36,36,47,2.00,2,2,2,31.00,31,31,29,38.00,38,38,58,"410050213002"
"G41000500213003","2010","Oregon","41","Clackamas County","005","021300","3",964.00,964,964,997,5.00,5,5,9,12.00,12,12,9,15.00,15,15,24,0.00,0,0,8,29.00,29,29,48,39.00,39,39,47,"410050213003"
"G41000500214001","2010","Oregon","41","Clackamas County","005","021400","1",2595.00,2595,2595,2421,10.00,10,10,14,4.00,4,4,17,74.00,74,74,45,0.00,0,0,2,29.00,29,29,57,45.00,45,45,64,"410050214001"
"G41000500214002","2010","Oregon","41","Clackamas County","005","021400","2",969.00,969,969,948,12.00,12,12,10,3.00,3,3,11,28.00,28,28,34,0.00,0,0,3,16.00,16,16,82,30.00,30,30,49,"410050214002"
"G41000500214003","2010","Oregon","41","Clackamas County","005","021400","3",851.00,851,851,857,24.00,24,24,39,6.00,6,6,3,15.00,15,15,18,2.00,2,2,1,10.00,10,10,5,65.00,65,65,39,"410050214003"
"G41000500215001","2010","Oregon","41","Clackamas County","005","021500","1",1668.67,1459,1740,1719,8.00,8,8,19,5.00,5,5,15,58.00,55,58,61,8.00,8,8,5,16.70,16,20,27,54.99,50,55,51,"410050215001"
"G41000500215002","2010","Oregon","41","Clackamas County","005","021500","2",2276.33,2205,2486,2665,17.00,17,17,30,19.00,19,19,18,55.00,55,58,153,8.00,8,8,6,39.30,36,40,45,75.01,75,80,113,"410050215002"
"G41000500216011","2010","Oregon","41","Clackamas County","005","021601","1",895.44,895,923,859,14.00,14,14,34,11.00,11,11,29,30.00,30,30,39,8.00,8,8,4,58.00,58,59,104,57.00,57,57,42,"410050216011"
"G41000500216012","2010","Oregon","41","Clackamas County","005","021601","2",2095.00,2095,2095,2007,55.00,55,55,37,25.00,25,25,38,98.00,98,98,67,9.00,9,9,15,125.00,125,125,211,102.00,102,102,122,"410050216012"
"G41000500216013","2010","Oregon","41","Clackamas County","005","021601","3",1182.00,1182,1182,1140,11.00,11,11,45,13.00,13,13,21,27.00,27,27,53,10.00,10,10,6,51.00,51,51,110,33.00,33,33,82,"410050216013"
"G41000500216014","2010","Oregon","41","Clackamas County","005","021601","4",742.78,739,836,719,2.11,2,6,13,11.04,11,12,11,40.02,39,49,43,8.00,8,8,4,55.11,55,56,61,37.39,37,48,35,"410050216014"
"G41000500216021","2010","Oregon","41","Clackamas County","005","021602","1",1502.00,1502,1502,1443,27.00,27,27,56,23.00,23,23,29,57.00,57,57,45,11.00,11,11,8,165.00,165,165,210,99.00,99,99,162,"410050216021"
"G41000500216022","2010","Oregon","41","Clackamas County","005","021602","2",991.00,991,991,886,14.00,14,14,10,8.00,8,8,11,25.00,25,25,27,0.00,0,0,0,24.00,24,24,53,34.00,34,34,42,"410050216022"
"G41000500216023","2010","Oregon","41","Clackamas County","005","021602","3",1693.00,1693,1693,1629,27.00,27,27,28,10.00,10,10,19,74.00,74,74,85,2.00,2,2,3,104.00,104,104,89,36.00,36,36,89,"410050216023"
"G41000500217001","2010","Oregon","41","Clackamas County","005","021700","1",2146.00,2146,2146,2167,6.00,6,6,15,8.00,8,8,21,54.00,54,54,29,3.00,3,3,8,34.00,34,34,31,62.00,62,62,52,"410050217001"
"G41000500217002","2010","Oregon","41","Clackamas County","005","021700","2",1430.00,1430,1430,1321,17.00,17,17,18,4.00,4,4,9,16.00,16,16,28,0.00,0,0,7,63.00,63,63,73,52.00,52,52,55,"410050217002"
"G41000500217003","2010","Oregon","41","Clackamas County","005","021700","3",2021.00,2021,2021,1937,13.00,13,13,46,19.00,19,19,31,36.00,36,36,31,4.00,4,4,3,98.00,98,98,107,55.00,55,55,93,"410050217003"
"G41000500218011","2010","Oregon","41","Clackamas County","005","021801","1",1849.00,1849,1849,1916,3.00,3,3,15,8.00,8,8,23,28.00,28,28,22,2.00,2,2,1,28.00,28,28,34,38.00,38,38,51,"410050218011"
"G41000500218012","2010","Oregon","41","Clackamas County","005","021801","2",1368.65,1203,1601,1437,11.39,11,13,6,12.00,12,12,10,27.35,24,30,45,0.00,0,0,1,18.56,18,19,20,28.39,25,33,50,"410050218012"
"G41000500218013","2010","Oregon","41","Clackamas County","005","021801","3",1610.35,1378,1776,1797,3.61,2,4,7,12.00,12,12,14,17.65,15,21,66,1.00,1,1,2,8.44,8,9,35,37.61,33,41,60,"410050218013"
"G41000500218021","2010","Oregon","41","Clackamas County","005","021802","1",1521.00,1521,1521,1498,11.00,11,11,15,14.00,14,14,15,34.00,34,34,29,6.00,6,6,4,135.00,135,135,144,46.00,46,46,70,"410050218021"
"G41000500218022","2010","Oregon","41","Clackamas County","005","021802","2",1984.00,1984,1984,2189,35.00,35,35,49,18.00,18,18,21,33.00,33,33,58,4.00,4,4,15,146.00,146,146,91,72.00,72,72,102,"410050218022"
"G41000500219001","2010","Oregon","41","Clackamas County","005","021900","1",1876.00,1876,1876,2013,13.00,13,13,18,16.00,16,16,13,45.00,45,45,30,1.00,1,1,6,58.00,58,58,107,53.00,53,53,65,"410050219001"
"G41000500219002","2010","Oregon","41","Clackamas County","005","021900","2",1100.00,1100,1100,1088,6.00,6,6,8,13.00,13,13,25,9.00,9,9,25,5.00,5,5,9,39.00,39,39,57,23.00,23,23,51,"410050219002"
"G41000500220001","2010","Oregon","41","Clackamas County","005","022000","1",1909.00,1909,1909,1793,20.00,20,20,11,5.00,5,5,13,76.00,76,76,44,5.00,5,5,6,76.00,76,76,12,77.00,77,77,91,"410050220001"
"G41000500220002","2010","Oregon","41","Clackamas County","005","022000","2",2597.00,2597,2597,2559,16.00,16,16,28,12.00,12,12,17,59.00,59,59,50,15.00,15,15,17,36.00,36,36,67,66.00,66,66,92,"410050220002"
"G41000500220003","2010","Oregon","41","Clackamas County","005","022000","3",1315.00,1315,1315,1466,12.00,12,12,8,10.00,10,10,15,11.00,11,11,21,1.00,1,1,7,24.00,24,24,46,55.00,55,55,49,"410050220003"
"G41000500221011","2010","Oregon","41","Clackamas County","005","022101","1",1770.00,1770,1770,1842,11.00,11,11,34,22.00,22,22,30,43.00,43,43,58,2.00,2,2,9,24.00,24,24,93,72.00,72,72,77,"410050221011"
"G41000500221012","2010","Oregon","41","Clackamas County","005","022101","2",1171.00,1171,1171,1128,12.00,12,12,13,4.00,4,4,16,9.00,9,9,33,5.00,5,5,2,18.00,18,18,36,37.00,37,37,52,"410050221012"
"G41000500221013","2010","Oregon","41","Clackamas County","005","022101","3",1526.00,1526,1526,1356,10.00,10,10,7,10.00,10,10,14,30.00,30,30,43,1.00,1,1,0,14.00,14,14,62,45.00,45,45,81,"410050221013"
"G41000500221014","2010","Oregon","41","Clackamas County","005","022101","4",1588.00,1588,1588,1417,8.00,8,8,24,5.00,5,5,10,46.00,46,46,26,2.00,2,2,0,55.00,55,55,74,29.00,29,29,55,"410050221014"
"G41000500221031","2010","Oregon","41","Clackamas County","005","022103","1",1597.00,1597,1597,2139,42.00,42,42,40,1.00,1,1,13,140.00,140,140,528,19.00,19,19,18,46.00,46,46,50,86.00,86,86,133,"410050221031"
"G41000500221032","2010","Oregon","41","Clackamas County","005","022103","2",1650.00,1650,1650,2238,38.00,38,38,40,12.00,12,12,14,291.00,291,291,410,6.00,6,6,8,37.00,37,37,57,48.00,48,48,139,"410050221032"
"G41000500221051","2010","Oregon","41","Clackamas County","005","022105","1",696.00,696,696,826,2.00,2,2,18,6.00,6,6,8,47.00,47,47,171,0.00,0,0,11,19.00,19,19,30,24.00,24,24,59,"410050221051"
"G41000500221052","2010","Oregon","41","Clackamas County","005","022105","2",1784.00,1784,1784,1927,46.00,46,46,28,12.00,12,12,27,119.00,119,119,261,5.00,5,5,15,29.00,29,29,44,56.00,56,56,93,"410050221052"
"G41000500221053","2010","Oregon","41","Clackamas County","005","022105","3",2233.00,2233,2233,2048,26.00,26,26,46,11.00,11,11,22,268.00,268,268,276,17.00,17,17,10,31.00,31,31,64,107.00,107,107,70,"410050221053"
"G41000500221071","2010","Oregon","41","Clackamas County","005","022107","1",1984.81,1345,2232,1813,39.71,26,45,56,29.66,21,33,19,118.67,79,134,89,4.72,4,5,15,82.08,59,91,84,91.79,55,106,109,"410050221071"
"G41000500221072","2010","Oregon","41","Clackamas County","005","022107","2",1000.19,753,1640,1191,12.29,7,26,45,12.34,9,21,22,82.33,67,122,99,7.28,7,8,3,37.92,29,61,68,53.21,39,90,72,"410050221072"
"G41000500221081","2010","Oregon","41","Clackamas County","005","022108","1",970.00,970,970,889,12.00,12,12,5,5.00,5,5,19,6.00,6,6,9,0.00,0,0,2,2.00,2,2,19,14.00,14,14,21,"410050221081"
"G41000500221082","2010","Oregon","41","Clackamas County","005","022108","2",1528.00,1528,1528,1528,28.00,28,28,29,19.00,19,19,44,12.00,12,12,15,0.00,0,0,4,94.00,94,94,228,57.00,57,57,86,"410050221082"
"G41000500222011","2010","Oregon","41","Clackamas County","005","022201","1",541.00,541,541,475,6.00,6,6,19,10.00,10,10,9,37.00,37,37,15,0.00,0,0,1,24.00,24,24,75,21.00,21,21,24,"410050222011"
"G41000500222012","2010","Oregon","41","Clackamas County","005","022201","2",1685.00,1685,1685,1712,58.00,58,58,79,16.00,16,16,31,62.00,62,62,123,8.00,8,8,32,40.00,40,40,238,45.00,45,45,103,"410050222012"
"G41000500222013","2010","Oregon","41","Clackamas County","005","022201","3",1282.00,1282,1282,1182,117.00,117,117,91,11.00,11,11,32,92.00,92,92,86,11.00,11,11,18,398.00,398,398,305,123.00,123,123,129,"410050222013"
"G41000500222051","2010","Oregon","41","Clackamas County","005","022205","1",1005.16,318,1912,1246,22.61,1,38,22,0.61,0,2,5,135.20,48,255,155,4.39,2,6,19,10.32,0,22,76,35.50,10,62,36,"410050222051"
"G41000500222052","2010","Oregon","41","Clackamas County","005","022205","2",1250.00,1250,1250,1434,11.00,11,11,6,7.00,7,7,7,78.00,78,78,239,1.00,1,1,6,3.00,3,3,28,38.00,38,38,60,"410050222052"
"G41000500222061","2010","Oregon","41","Clackamas County","005","022206","1",1323.25,878,2007,1661,27.40,13,49,27,2.40,2,3,7,126.27,70,213,207,4.61,3,7,10,10.71,4,21,72,40.57,24,66,95,"410050222061"
"G41000500222062","2010","Oregon","41","Clackamas County","005","022206","2",1701.59,1240,1705,3107,15.99,15,16,69,4.99,4,5,27,370.53,307,371,932,0.00,0,0,0,17.96,13,18,44,43.93,34,44,154,"410050222062"
"G41000500222071","2010","Oregon","41","Clackamas County","005","022207","1",1985.37,1850,2248,2780,18.00,18,18,53,5.53,5,6,15,239.79,219,265,547,3.60,2,5,5,15.00,15,15,23,78.73,75,82,133,"410050222071"
"G41000500222072","2010","Oregon","41","Clackamas County","005","022207","2",987.63,725,1123,1218,11.00,11,11,11,3.47,3,4,3,135.21,110,156,248,1.40,0,3,2,1.00,1,1,12,15.27,12,19,45,"410050222072"
"G41000500222081","2010","Oregon","41","Clackamas County","005","022208","1",974.20,974,977,2457,17.00,17,17,62,5.00,5,5,15,30.00,30,30,779,1.00,1,1,3,19.00,19,19,36,23.00,23,23,154,"410050222081"
"G41000500222082","2010","Oregon","41","Clackamas County","005","022208","2",1309.00,1309,1309,2181,3.00,3,3,22,1.00,1,1,10,60.00,60,60,240,2.00,2,2,3,11.00,11,11,16,43.00,43,43,84,"410050222082"
"G41000500223011","2010","Oregon","41","Clackamas County","005","022301","1",1182.00,1182,1182,1505,4.00,4,4,3,13.00,13,13,12,13.00,13,13,21,3.00,3,3,2,13.00,13,13,20,31.00,31,31,48,"410050223011"
"G41000500223012","2010","Oregon","41","Clackamas County","005","022301","2",1277.00,1277,1277,1254,3.00,3,3,6,12.00,12,12,23,13.00,13,13,16,1.00,1,1,0,2.00,2,2,5,10.00,10,10,27,"410050223012"
"G41000500223013","2010","Oregon","41","Clackamas County","005","022301","3",768.00,768,768,855,2.00,2,2,12,13.00,13,13,9,2.00,2,2,9,0.00,0,0,13,43.00,43,43,14,36.00,36,36,13,"410050223013"
"G41000500223021","2010","Oregon","41","Clackamas County","005","022302","1",1244.00,1244,1244,1822,2.00,2,2,1,17.00,17,17,15,16.00,16,16,57,0.00,0,0,6,8.00,8,8,34,26.00,26,26,44,"410050223021"
"G41000500223022","2010","Oregon","41","Clackamas County","005","022302","2",1881.00,1881,1881,1732,4.00,4,4,5,7.00,7,7,15,4.00,4,4,24,5.00,5,5,0,9.00,9,9,14,50.00,50,50,52,"410050223022"
"G41000500223023","2010","Oregon","41","Clackamas County","005","022302","3",1003.00,1003,1003,1288,1.00,1,1,8,20.00,20,20,10,10.00,10,10,38,1.00,1,1,6,19.00,19,19,37,55.00,55,55,66,"410050223023"
"G41000500224001","2010","Oregon","41","Clackamas County","005","022400","1",992.00,992,992,952,30.00,30,30,4,14.00,14,14,17,11.00,11,11,6,1.00,1,1,2,7.00,7,7,12,13.00,13,13,40,"410050224001"
"G41000500224002","2010","Oregon","41","Clackamas County","005","022400","2",899.00,899,899,923,7.00,7,7,2,9.00,9,9,8,3.00,3,3,21,1.00,1,1,7,19.00,19,19,6,47.00,47,47,22,"410050224002"
"G41000500224003","2010","Oregon","41","Clackamas County","005","022400","3",628.00,628,628,589,1.00,1,1,3,7.00,7,7,1,2.00,2,2,1,5.00,5,5,0,1.00,1,1,10,10.00,10,10,7,"410050224003"
"G41000500224004","2010","Oregon","41","Clackamas County","005","022400","4",636.00,636,636,596,5.00,5,5,5,13.00,13,13,10,4.00,4,4,5,0.00,0,0,1,14.00,14,14,7,14.00,14,14,27,"410050224004"
"G41000500224005","2010","Oregon","41","Clackamas County","005","022400","5",673.00,673,673,619,10.00,10,10,6,11.00,11,11,6,6.00,6,6,4,0.00,0,0,0,21.00,21,21,9,10.00,10,10,40,"410050224005"
"G41000500225001","2010","Oregon","41","Clackamas County","005","022500","1",2456.00,2456,2456,2416,19.00,19,19,23,49.00,49,49,33,29.00,29,29,25,2.00,2,2,8,93.00,93,93,93,60.00,60,60,112,"410050225001"
"G41000500225002","2010","Oregon","41","Clackamas County","005","022500","2",1738.00,1738,1738,1697,17.00,17,17,9,29.00,29,29,26,14.00,14,14,19,1.00,1,1,1,41.00,41,41,50,53.00,53,53,78,"410050225002"
"G41000500225003","2010","Oregon","41","Clackamas County","005","022500","3",2334.00,2334,2334,2259,5.00,5,5,1,15.00,15,15,11,16.00,16,16,23,0.00,0,0,1,26.00,26,26,40,50.00,50,50,74,"410050225003"
"G41000500225004","2010","Oregon","41","Clackamas County","005","022500","4",769.00,769,769,688,1.00,1,1,5,8.00,8,8,14,13.00,13,13,7,1.00,1,1,9,5.00,5,5,6,21.00,21,21,28,"410050225004"
"G41000500226021","2010","Oregon","41","Clackamas County","005","022602","1",1366.00,1366,1366,1794,3.00,3,3,7,10.00,10,10,13,11.00,11,11,38,0.00,0,0,1,8.00,8,8,27,54.00,54,54,27,"410050226021"
"G41000500226022","2010","Oregon","41","Clackamas County","005","022602","2",1996.00,1996,1996,2092,0.00,0,0,4,13.00,13,13,16,30.00,30,30,49,1.00,1,1,3,10.00,10,10,38,61.00,61,61,62,"410050226022"
"G41000500226031","2010","Oregon","41","Clackamas County","005","022603","1",1996.39,1996,1997,2876,9.00,9,9,22,16.00,16,16,27,38.00,38,38,59,1.00,1,1,5,85.00,85,85,144,57.00,57,57,106,"410050226031"
"G41000500226051","2010","Oregon","41","Clackamas County","005","022605","1",1894.00,1894,1894,1698,26.00,26,26,28,19.00,19,19,19,36.00,36,36,37,8.00,8,8,6,96.00,96,96,146,46.00,46,46,53,"410050226051"
"G41000500226052","2010","Oregon","41","Clackamas County","005","022605","2",2421.61,2421,2422,2743,6.00,6,6,13,13.00,13,13,26,38.00,38,38,57,2.00,2,2,4,40.00,40,40,50,67.00,67,67,59,"410050226052"
"G41000500226053","2010","Oregon","41","Clackamas County","005","022605","3",1101.00,1101,1101,2242,3.00,3,3,19,4.00,4,4,22,14.00,14,14,48,2.00,2,2,3,3.00,3,3,12,16.00,16,16,78,"410050226053"
"G41000500226061","2010","Oregon","41","Clackamas County","005","022606","1",2617.00,2617,2617,4019,7.00,7,7,28,10.00,10,10,19,17.00,17,17,91,1.00,1,1,0,36.00,36,36,74,45.00,45,45,111,"410050226061"
"G41000500227021","2010","Oregon","41","Clackamas County","005","022702","1",2506.00,2506,2506,2546,9.00,9,9,17,9.00,9,9,15,107.00,107,107,155,5.00,5,5,2,10.00,10,10,28,36.00,36,36,115,"410050227021"
"G41000500227022","2010","Oregon","41","Clackamas County","005","022702","2",1602.00,1602,1602,1486,9.00,9,9,7,3.00,3,3,3,48.00,48,48,81,1.00,1,1,0,3.00,3,3,16,20.00,20,20,34,"410050227022"
"G41000500227023","2010","Oregon","41","Clackamas County","005","022702","3",952.00,952,952,1047,4.00,4,4,8,3.00,3,3,5,15.00,15,15,31,1.00,1,1,4,7.00,7,7,4,22.00,22,22,29,"410050227023"
"G41000500227024","2010","Oregon","41","Clackamas County","005","022702","4",930.01,930,934,975,0.00,0,0,8,7.00,7,7,7,10.00,10,10,23,2.00,2,2,0,8.00,8,8,17,5.00,5,5,22,"410050227024"
"G41000500227071","2010","Oregon","41","Clackamas County","005","022707","1",685.26,640,738,759,1.00,1,1,4,2.00,2,2,4,9.00,9,9,8,0.00,0,0,2,1.00,1,1,27,23.00,23,23,34,"410050227071"
"G41000500227072","2010","Oregon","41","Clackamas County","005","022707","2",1587.75,1569,1633,2572,9.00,9,9,24,9.00,9,9,26,31.00,31,31,142,0.00,0,0,19,30.00,30,30,95,41.00,41,41,119,"410050227072"
"G41000500227081","2010","Oregon","41","Clackamas County","005","022708","1",1174.00,1174,1174,1206,1.00,1,1,1,6.00,6,6,13,14.00,14,14,11,0.00,0,0,7,13.00,13,13,4,22.00,22,22,20,"410050227081"
"G41000500227082","2010","Oregon","41","Clackamas County","005","022708","2",2125.00,2125,2125,2337,33.00,33,33,24,31.00,31,31,23,70.00,70,70,71,12.00,12,12,25,153.00,153,153,325,84.00,84,84,108,"410050227082"
"G41000500227101","2010","Oregon","41","Clackamas County","005","022710","1",1614.43,1195,1820,2085,19.00,7,19,26,15.00,10,17,29,48.01,29,55,163,1.00,1,1,12,37.00,21,38,162,41.02,32,50,93,"410050227101"
"G41000500228001","2010","Oregon","41","Clackamas County","005","022800","1",864.92,333,938,869,1.87,1,2,3,1.84,0,2,3,7.40,2,8,11,1.87,1,2,2,12.12,1,13,13,14.16,8,15,7,"410050228001"
"G41000500228002","2010","Oregon","41","Clackamas County","005","022800","2",1677.08,1604,2209,1548,3.13,3,4,1,3.16,3,5,1,8.60,8,14,6,0.13,0,1,0,0.88,0,12,5,5.84,5,12,3,"410050228002"
"G41000500228003","2010","Oregon","41","Clackamas County","005","022800","3",786.00,786,786,789,1.00,1,1,2,1.00,1,1,9,8.00,8,8,12,0.00,0,0,0,9.00,9,9,21,5.00,5,5,10,"410050228003"
"G41000500228004","2010","Oregon","41","Clackamas County","005","022800","4",635.00,635,635,589,6.00,6,6,2,7.00,7,7,7,3.00,3,3,10,0.00,0,0,0,32.00,32,32,37,25.00,25,25,17,"410050228004"
"G41000500229011","2010","Oregon","41","Clackamas County","005","022901","1",2027.00,2027,2027,3182,4.00,4,4,18,15.00,15,15,38,35.00,35,35,63,2.00,2,2,2,55.00,55,55,82,36.00,36,36,96,"410050229011"
"G41000500229041","2010","Oregon","41","Clackamas County","005","022904","1",1431.00,1431,1431,1578,15.00,15,15,7,12.00,12,12,28,30.00,30,30,21,0.00,0,0,1,129.00,129,129,221,20.00,20,20,56,"410050229041"
"G41000500229042","2010","Oregon","41","Clackamas County","005","022904","2",1073.00,1073,1073,1332,6.00,6,6,17,13.00,13,13,24,1.00,1,1,18,1.00,1,1,10,119.00,119,119,247,26.00,26,26,51,"410050229042"
"G41000500229051","2010","Oregon","41","Clackamas County","005","022905","1",1014.00,1014,1014,1150,0.00,0,0,8,3.00,3,3,8,12.00,12,12,42,0.00,0,0,1,29.00,29,29,23,15.00,15,15,11,"410050229051"
"G41000500229052","2010","Oregon","41","Clackamas County","005","022905","2",1035.00,1035,1035,1188,11.00,11,11,0,13.00,13,13,28,7.00,7,7,12,0.00,0,0,1,10.00,10,10,39,18.00,18,18,36,"410050229052"
"G41000500229053","2010","Oregon","41","Clackamas County","005","022905","3",1320.00,1320,1320,1258,7.00,7,7,12,9.00,9,9,16,11.00,11,11,9,0.00,0,0,0,75.00,75,75,182,9.00,9,9,68,"410050229053"
"G41000500229061","2010","Oregon","41","Clackamas County","005","022906","1",1281.00,1281,1281,1435,3.00,3,3,2,7.00,7,7,12,20.00,20,20,10,12.00,12,12,3,39.00,39,39,102,26.00,26,26,13,"410050229061"
"G41000500229062","2010","Oregon","41","Clackamas County","005","022906","2",1294.00,1294,1294,1156,4.00,4,4,2,9.00,9,9,20,11.00,11,11,7,2.00,2,2,0,48.00,48,48,150,28.00,28,28,38,"410050229062"
"G41000500229071","2010","Oregon","41","Clackamas County","005","022907","1",1775.00,1775,1775,1827,14.00,14,14,22,19.00,19,19,25,10.00,10,10,11,0.00,0,0,2,243.00,243,243,354,38.00,38,38,51,"410050229071"
"G41000500229072","2010","Oregon","41","Clackamas County","005","022907","2",1246.00,1246,1246,1069,5.00,5,5,13,13.00,13,13,19,16.00,16,16,6,0.00,0,0,11,268.00,268,268,729,57.00,57,57,88,"410050229072"
