GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,GEOID10
"G53003709756001","2010","Washington","53","Kittitas County","037","975600","1",950.00,950,950,1192,12.00,12,12,19,19.00,19,19,9,70.00,70,70,34,1.00,1,1,1,17.00,17,17,63,35.00,35,35,49,"530379756001"
"G53003709756002","2010","Washington","53","Kittitas County","037","975600","2",1093.00,1093,1093,1040,10.00,10,10,16,22.00,22,22,24,17.00,17,17,16,3.00,3,3,4,49.00,49,49,107,24.00,24,24,41,"530379756002"
"G53003709757001","2010","Washington","53","Kittitas County","037","975700","1",1075.00,1075,1075,1292,7.00,7,7,5,13.00,13,13,11,1.00,1,1,3,2.00,2,2,2,40.00,40,40,86,10.00,10,10,53,"530379757001"
"G53003709757002","2010","Washington","53","Kittitas County","037","975700","2",704.00,704,704,853,0.00,0,0,5,8.00,8,8,10,4.00,4,4,6,0.00,0,0,0,17.00,17,17,40,17.00,17,17,21,"530379757002"
"G53003709757003","2010","Washington","53","Kittitas County","037","975700","3",1314.00,1314,1314,1715,6.00,6,6,5,7.00,7,7,15,16.00,16,16,12,3.00,3,3,7,84.00,84,84,73,33.00,33,33,41,"530379757003"
"G53003909501001","2010","Washington","53","Klickitat County","039","950100","1",672.00,672,672,734,11.00,11,11,2,11.00,11,11,10,1.00,1,1,3,15.00,15,15,0,140.00,140,140,148,14.00,14,14,22,"530399501001"
"G53003909501002","2010","Washington","53","Klickitat County","039","950100","2",436.00,436,436,397,4.00,4,4,1,69.00,69,69,39,1.00,1,1,0,0.00,0,0,0,10.00,10,10,3,18.00,18,18,13,"530399501002"
"G53003909501003","2010","Washington","53","Klickitat County","039","950100","3",1115.00,1115,1115,1194,10.00,10,10,8,108.00,108,108,47,8.00,8,8,8,5.00,5,5,0,28.00,28,28,20,22.00,22,22,70,"530399501003"
"G53003909501004","2010","Washington","53","Klickitat County","039","950100","4",1374.00,1374,1374,1214,4.00,4,4,1,36.00,36,36,44,5.00,5,5,10,0.00,0,0,1,55.00,55,55,39,48.00,48,48,35,"530399501004"
"G53003909501005","2010","Washington","53","Klickitat County","039","950100","5",1095.00,1095,1095,934,1.00,1,1,8,60.00,60,60,48,11.00,11,11,1,8.00,8,8,2,45.00,45,45,43,23.00,23,23,30,"530399501005"
"G53003909501006","2010","Washington","53","Klickitat County","039","950100","6",515.00,515,515,567,2.00,2,2,2,43.00,43,43,27,12.00,12,12,2,0.00,0,0,0,25.00,25,25,32,23.00,23,23,14,"530399501006"
"G53003909501007","2010","Washington","53","Klickitat County","039","950100","7",584.00,584,584,637,1.00,1,1,1,37.00,37,37,24,1.00,1,1,4,2.00,2,2,2,34.00,34,34,25,16.00,16,16,14,"530399501007"
"G53003909501008","2010","Washington","53","Klickitat County","039","950100","8",1372.00,1372,1372,1748,2.00,2,2,6,45.00,45,45,24,5.00,5,5,8,0.00,0,0,5,23.00,23,23,12,33.00,33,33,42,"530399501008"
"G53003909502001","2010","Washington","53","Klickitat County","039","950200","1",756.00,756,756,731,2.00,2,2,5,85.00,85,85,44,5.00,5,5,4,0.00,0,0,1,22.00,22,22,6,28.00,28,28,27,"530399502001"
"G53003909502002","2010","Washington","53","Klickitat County","039","950200","2",1174.00,1174,1174,1167,1.00,1,1,3,31.00,31,31,33,15.00,15,15,8,0.00,0,0,0,0.00,0,0,12,23.00,23,23,40,"530399502002"
"G53003909502003","2010","Washington","53","Klickitat County","039","950200","3",1189.00,1189,1189,1242,3.00,3,3,1,43.00,43,43,40,25.00,25,25,17,0.00,0,0,0,31.00,31,31,26,59.00,59,59,47,"530399502003"
"G53003909502004","2010","Washington","53","Klickitat County","039","950200","4",740.00,740,740,719,3.00,3,3,0,13.00,13,13,12,11.00,11,11,8,2.00,2,2,2,32.00,32,32,8,38.00,38,38,21,"530399502004"
"G53003909503001","2010","Washington","53","Klickitat County","039","950300","1",836.00,836,836,970,0.00,0,0,1,5.00,5,5,13,4.00,4,4,5,3.00,3,3,0,28.00,28,28,53,19.00,19,19,30,"530399503001"
"G53003909503002","2010","Washington","53","Klickitat County","039","950300","2",623.00,623,623,902,0.00,0,0,0,3.00,3,3,7,4.00,4,4,3,0.00,0,0,4,60.00,60,60,157,20.00,20,20,42,"530399503002"
"G53003909503003","2010","Washington","53","Klickitat County","039","950300","3",933.00,933,933,1322,0.00,0,0,2,13.00,13,13,12,6.00,6,6,20,0.00,0,0,0,30.00,30,30,53,22.00,22,22,38,"530399503003"
"G53003909503004","2010","Washington","53","Klickitat County","039","950300","4",1028.00,1028,1028,1057,0.00,0,0,0,17.00,17,17,10,11.00,11,11,7,0.00,0,0,0,85.00,85,85,67,30.00,30,30,35,"530399503004"
"G53003909503005","2010","Washington","53","Klickitat County","039","950300","5",531.00,531,531,511,1.00,1,1,2,5.00,5,5,10,2.00,2,2,3,1.00,1,1,1,86.00,86,86,166,9.00,9,9,27,"530399503005"
"G53003909503006","2010","Washington","53","Klickitat County","039","950300","6",584.00,584,584,524,1.00,1,1,3,5.00,5,5,11,6.00,6,6,9,0.00,0,0,0,70.00,70,70,86,16.00,16,16,22,"530399503006"
"G53003909503007","2010","Washington","53","Klickitat County","039","950300","7",1221.00,1221,1221,1254,5.00,5,5,4,36.00,36,36,26,6.00,6,6,7,5.00,5,5,1,157.00,157,157,191,65.00,65,65,101,"530399503007"
"G53004109701001","2010","Washington","53","Lewis County","041","970100","1",1550.15,1494,1617,1897,4.00,4,4,5,13.96,13,14,20,9.00,9,10,22,8.00,8,8,3,12.00,12,12,32,19.00,19,19,33,"530419701001"
"G53004109701002","2010","Washington","53","Lewis County","041","970100","2",1002.00,999,1002,1257,3.00,3,3,0,17.00,17,17,19,6.00,6,6,13,1.00,1,1,3,12.00,11,12,17,19.00,19,19,58,"530419701002"
"G53004109702001","2010","Washington","53","Lewis County","041","970200","1",1631.00,1631,1631,2023,6.00,6,6,4,6.00,6,6,16,19.00,19,19,34,1.00,1,1,1,26.00,26,26,88,33.00,33,33,61,"530419702001"
"G53004109702002","2010","Washington","53","Lewis County","041","970200","2",923.00,923,923,956,1.00,1,1,11,9.00,9,9,4,10.00,10,10,15,0.00,0,0,1,2.00,2,2,3,5.00,5,5,31,"530419702002"
"G53004109703001","2010","Washington","53","Lewis County","041","970300","1",1175.08,1155,1188,1065,9.00,9,9,7,18.00,18,18,16,19.00,19,19,10,1.00,1,1,5,30.00,30,30,58,14.00,14,14,60,"530419703001"
"G53004109703002","2010","Washington","53","Lewis County","041","970300","2",1064.00,1064,1066,1044,1.00,1,1,6,19.00,19,19,18,12.00,12,12,21,2.00,2,2,3,34.00,34,34,54,14.00,14,14,35,"530419703002"
"G53004109703003","2010","Washington","53","Lewis County","041","970300","3",1023.00,1023,1023,1102,1.00,1,1,5,15.00,15,15,9,11.00,11,11,24,4.00,4,4,0,7.00,7,7,30,31.00,31,31,30,"530419703003"
"G53004109703004","2010","Washington","53","Lewis County","041","970300","4",829.00,829,829,1129,0.00,0,0,11,11.00,11,11,13,22.00,22,22,20,4.00,4,4,0,26.00,26,26,115,12.00,12,12,83,"530419703004"
"G53004109704001","2010","Washington","53","Lewis County","041","970400","1",1485.89,1143,1486,1823,1.00,1,1,11,16.00,16,16,24,16.00,16,16,24,0.00,0,0,7,47.00,44,47,233,29.00,24,29,98,"530419704001"
"G53004109704002","2010","Washington","53","Lewis County","041","970400","2",948.00,948,948,867,5.00,5,5,4,22.00,22,22,15,2.00,2,2,7,3.00,3,3,1,93.00,93,93,53,34.00,34,34,40,"530419704002"
"G53004109704003","2010","Washington","53","Lewis County","041","970400","3",927.00,927,927,901,6.00,6,6,2,10.00,10,10,13,9.00,9,9,4,2.00,2,2,0,61.00,61,61,66,35.00,35,35,24,"530419704003"
"G53004109704004","2010","Washington","53","Lewis County","041","970400","4",1143.00,992,1143,1253,2.00,2,2,9,15.00,11,15,29,2.00,1,2,14,2.00,2,2,0,77.00,77,77,130,53.00,36,53,51,"530419704004"
"G53004109705001","2010","Washington","53","Lewis County","041","970500","1",852.00,852,852,856,0.00,0,0,4,3.00,3,3,9,5.00,5,5,5,1.00,1,1,7,6.00,6,6,45,6.00,6,6,53,"530419705001"
"G53004109705002","2010","Washington","53","Lewis County","041","970500","2",1000.00,1000,1000,978,0.00,0,0,7,7.00,7,7,15,10.00,10,10,10,3.00,3,3,4,26.00,26,26,77,28.00,28,28,29,"530419705002"
"G53004109706001","2010","Washington","53","Lewis County","041","970600","1",972.00,972,972,895,14.00,14,14,23,6.00,6,6,12,9.00,9,9,4,7.00,7,7,3,62.00,62,62,89,55.00,55,55,47,"530419706001"
"G53004109706002","2010","Washington","53","Lewis County","041","970600","2",808.00,808,808,789,8.00,8,8,5,9.00,9,9,14,13.00,13,13,14,1.00,1,1,6,30.00,30,30,63,12.00,12,12,41,"530419706002"
"G53004109707001","2010","Washington","53","Lewis County","041","970700","1",882.00,882,882,919,3.00,3,3,4,9.00,9,9,20,11.00,11,11,8,1.00,1,1,7,73.00,73,73,75,16.00,16,16,23,"530419707001"
"G53004109707002","2010","Washington","53","Lewis County","041","970700","2",817.00,817,817,776,2.00,2,2,10,18.00,18,18,10,12.00,12,12,16,19.00,19,19,2,76.00,76,76,103,26.00,26,26,41,"530419707002"
"G53004109707003","2010","Washington","53","Lewis County","041","970700","3",640.00,640,640,634,5.00,5,5,9,9.00,9,9,11,7.00,7,7,9,0.00,0,0,7,39.00,39,39,42,17.00,17,17,22,"530419707003"
"G53004109707004","2010","Washington","53","Lewis County","041","970700","4",1389.00,1389,1389,1159,6.00,6,6,4,28.00,28,28,34,14.00,14,14,9,4.00,4,4,6,103.00,103,103,157,51.00,51,51,67,"530419707004"
"G53004109708001","2010","Washington","53","Lewis County","041","970800","1",614.00,614,614,621,7.00,7,7,9,7.00,7,7,6,5.00,5,5,6,0.00,0,0,1,56.00,56,56,52,38.00,38,38,9,"530419708001"
"G53004109708002","2010","Washington","53","Lewis County","041","970800","2",732.00,732,732,670,3.00,3,3,8,6.00,6,6,7,2.00,2,2,6,1.00,1,1,2,47.00,47,47,33,8.00,8,8,31,"530419708002"
"G53004109708003","2010","Washington","53","Lewis County","041","970800","3",1196.00,1196,1196,1552,4.00,4,4,7,9.00,9,9,11,11.00,11,11,31,7.00,7,7,1,13.00,13,13,37,24.00,24,24,26,"530419708003"
"G53004109708004","2010","Washington","53","Lewis County","041","970800","4",932.00,932,932,847,7.00,7,7,14,21.00,21,21,20,12.00,12,12,5,2.00,2,2,3,63.00,63,63,52,18.00,18,18,42,"530419708004"
"G53004109709001","2010","Washington","53","Lewis County","041","970900","1",839.00,839,839,840,4.00,4,4,11,14.00,14,14,5,7.00,7,7,21,3.00,3,3,0,30.00,30,30,83,37.00,37,37,33,"530419709001"
"G53004109709002","2010","Washington","53","Lewis County","041","970900","2",736.00,736,736,723,1.00,1,1,2,9.00,9,9,6,2.00,2,2,7,0.00,0,0,0,27.00,27,27,49,28.00,28,28,19,"530419709002"
"G53004109710001","2010","Washington","53","Lewis County","041","971000","1",784.00,784,784,752,65.00,65,65,69,21.00,21,21,15,19.00,19,19,11,2.00,2,2,3,44.00,44,44,92,23.00,23,23,17,"530419710001"
"G53004109710002","2010","Washington","53","Lewis County","041","971000","2",930.00,930,930,905,5.00,5,5,10,7.00,7,7,17,26.00,26,26,11,2.00,2,2,1,14.00,14,14,40,13.00,13,13,23,"530419710002"
"G53004109710003","2010","Washington","53","Lewis County","041","971000","3",799.00,799,799,865,6.00,6,6,3,19.00,19,19,17,7.00,7,7,14,0.00,0,0,4,49.00,49,49,49,16.00,16,16,31,"530419710003"
"G53004109711001","2010","Washington","53","Lewis County","041","971100","1",1047.00,1047,1047,1182,3.00,3,3,6,11.00,11,11,5,7.00,7,7,8,0.00,0,0,4,16.00,16,16,19,17.00,17,17,36,"530419711001"
"G53004109711002","2010","Washington","53","Lewis County","041","971100","2",941.00,941,941,1045,2.00,2,2,8,8.00,8,8,5,13.00,13,13,19,1.00,1,1,1,11.00,11,11,33,11.00,11,11,34,"530419711002"
"G53004109711003","2010","Washington","53","Lewis County","041","971100","3",1213.00,1213,1213,1302,2.00,2,2,7,13.00,13,13,28,6.00,6,6,8,1.00,1,1,0,15.00,15,15,38,24.00,24,24,31,"530419711003"
"G53004109712001","2010","Washington","53","Lewis County","041","971200","1",1245.00,1245,1245,1451,3.00,3,3,3,21.00,21,21,19,0.00,0,0,12,5.00,5,5,1,12.00,12,12,22,41.00,41,41,49,"530419712001"
"G53004109712002","2010","Washington","53","Lewis County","041","971200","2",1380.00,1380,1380,1610,0.00,0,0,5,28.00,28,28,39,11.00,11,11,9,2.00,2,2,1,17.00,17,17,27,15.00,15,15,55,"530419712002"
"G53004109713001","2010","Washington","53","Lewis County","041","971300","1",1637.00,1637,1637,1909,1.00,1,1,1,21.00,21,21,21,3.00,3,3,12,4.00,4,4,1,50.00,50,50,48,21.00,21,21,95,"530419713001"
"G53004109713002","2010","Washington","53","Lewis County","041","971300","2",1296.00,1296,1296,1319,9.00,9,9,5,24.00,24,24,15,12.00,12,12,8,0.00,0,0,0,64.00,64,64,65,17.00,17,17,32,"530419713002"
"G53004109713003","2010","Washington","53","Lewis County","041","971300","3",1703.00,1703,1703,1812,0.00,0,0,2,23.00,23,23,46,21.00,21,21,7,0.00,0,0,2,41.00,41,41,70,59.00,59,59,101,"530419713003"
"G53004109714001","2010","Washington","53","Lewis County","041","971400","1",1048.00,1048,1048,1072,2.00,2,2,3,9.00,9,9,10,4.00,4,4,18,0.00,0,0,0,6.00,6,6,11,15.00,15,15,38,"530419714001"
"G53004109714002","2010","Washington","53","Lewis County","041","971400","2",993.00,993,993,1317,8.00,8,8,8,3.00,3,3,9,13.00,13,13,42,2.00,2,2,0,2.00,2,2,43,8.00,8,8,37,"530419714002"
"G53004109715001","2010","Washington","53","Lewis County","041","971500","1",978.00,978,978,1098,2.00,2,2,7,12.00,12,12,13,5.00,5,5,6,0.00,0,0,2,73.00,73,73,51,12.00,12,12,47,"530419715001"
"G53004109715002","2010","Washington","53","Lewis County","041","971500","2",1177.00,1177,1177,1188,0.00,0,0,5,11.00,11,11,25,7.00,7,7,8,5.00,5,5,3,28.00,28,28,110,51.00,51,51,44,"530419715002"
"G53004109715003","2010","Washington","53","Lewis County","041","971500","3",1891.00,1891,1891,2386,6.00,6,6,10,8.00,8,8,28,10.00,10,10,17,0.00,0,0,8,15.00,15,15,44,25.00,25,25,53,"530419715003"
"G53004109715004","2010","Washington","53","Lewis County","041","971500","4",954.02,954,958,943,1.00,1,1,0,18.00,18,18,30,0.00,0,0,1,3.00,3,3,0,32.00,32,32,9,23.00,23,23,29,"530419715004"
"G53004109715005","2010","Washington","53","Lewis County","041","971500","5",878.08,861,896,849,3.00,3,3,1,16.00,16,16,30,6.00,6,6,0,4.00,4,4,0,8.00,8,8,19,16.00,16,16,28,"530419715005"
"G53004109716001","2010","Washington","53","Lewis County","041","971600","1",1167.00,1167,1167,1213,4.00,4,4,4,17.00,17,17,25,2.00,2,2,7,3.00,3,3,2,12.00,12,12,19,23.00,23,23,56,"530419716001"
"G53004109716002","2010","Washington","53","Lewis County","041","971600","2",693.55,658,696,848,0.00,0,0,2,18.98,8,19,11,2.00,2,2,8,0.00,0,0,1,8.00,8,8,14,10.00,10,10,27,"530419716002"
"G53004109716003","2010","Washington","53","Lewis County","041","971600","3",1471.00,1471,1471,1541,0.00,0,0,2,22.00,22,22,23,2.00,2,2,8,0.00,0,0,1,32.00,32,32,15,52.00,52,52,118,"530419716003"
"G53004109717001","2010","Washington","53","Lewis County","041","971700","1",1481.00,1481,1481,1593,5.00,5,5,7,29.00,29,29,40,4.00,4,4,9,0.00,0,0,2,8.00,8,8,16,31.00,31,31,69,"530419717001"
"G53004109717002","2010","Washington","53","Lewis County","041","971700","2",956.00,956,956,881,3.00,3,3,0,14.00,14,14,17,1.00,1,1,7,0.00,0,0,0,26.00,26,26,122,11.00,11,11,33,"530419717002"
"G53004109717003","2010","Washington","53","Lewis County","041","971700","3",878.00,878,879,962,4.00,4,4,1,21.00,21,21,14,1.00,1,1,6,1.00,1,1,2,3.00,3,3,35,12.00,12,13,16,"530419717003"
"G53004109717004","2010","Washington","53","Lewis County","041","971700","4",697.00,697,697,703,1.00,1,1,3,12.00,12,12,14,5.00,5,5,3,0.00,0,0,0,18.00,18,18,82,23.00,23,23,15,"530419717004"
"G53004109718001","2010","Washington","53","Lewis County","041","971800","1",723.00,723,723,726,2.00,2,2,8,13.00,13,13,11,2.00,2,2,2,2.00,2,2,3,1.00,1,1,5,6.00,6,6,9,"530419718001"
"G53004109718002","2010","Washington","53","Lewis County","041","971800","2",848.00,829,848,963,1.00,1,1,7,11.00,11,11,22,2.00,2,2,5,4.00,4,4,0,4.00,3,4,16,14.00,14,14,27,"530419718002"
"G53004109718003","2010","Washington","53","Lewis County","041","971800","3",754.00,754,754,899,0.00,0,0,2,7.00,7,7,32,0.00,0,0,2,0.00,0,0,1,11.00,11,11,14,4.00,4,4,40,"530419718003"
"G53004109718004","2010","Washington","53","Lewis County","041","971800","4",1132.00,1132,1132,1310,2.00,2,2,3,11.00,11,11,22,4.00,4,4,9,0.00,0,0,0,16.00,16,16,18,25.00,25,25,19,"530419718004"
"G53004109719001","2010","Washington","53","Lewis County","041","971900","1",1078.00,1078,1078,1057,3.00,3,3,3,16.00,16,16,18,2.00,2,2,6,0.00,0,0,0,5.00,5,5,21,22.00,22,22,21,"530419719001"
"G53004109719002","2010","Washington","53","Lewis County","041","971900","2",631.00,631,631,585,0.00,0,0,4,12.00,12,12,14,2.00,2,2,2,0.00,0,0,0,7.00,7,7,13,12.00,12,12,11,"530419719002"
"G53004109719003","2010","Washington","53","Lewis County","041","971900","3",1047.00,1047,1047,1110,5.00,5,5,7,3.00,3,3,14,13.00,13,13,6,0.00,0,0,0,4.00,4,4,14,21.00,21,21,25,"530419719003"
"G53004109720001","2010","Washington","53","Lewis County","041","972000","1",653.00,624,653,589,5.00,5,5,2,17.00,16,17,4,1.00,1,1,4,0.00,0,0,0,2.00,2,2,6,10.00,10,10,11,"530419720001"
"G53004109720002","2010","Washington","53","Lewis County","041","972000","2",965.00,965,965,858,3.00,3,3,0,4.00,4,4,19,1.00,1,1,5,4.00,4,4,0,12.00,12,12,1,18.00,18,18,38,"530419720002"
"G53004109720003","2010","Washington","53","Lewis County","041","972000","3",888.99,827,889,779,0.00,0,0,3,3.00,3,3,6,2.00,2,2,1,0.00,0,0,0,3.00,3,3,8,6.00,6,6,15,"530419720003"
"G53004109720004","2010","Washington","53","Lewis County","041","972000","4",703.00,703,703,514,0.00,0,0,2,9.00,9,9,19,2.00,2,2,4,0.00,0,0,1,4.00,4,4,2,12.00,12,12,20,"530419720004"
"G53004309601001","2010","Washington","53","Lincoln County","043","960100","1",962.00,962,962,970,1.00,1,1,0,5.00,5,5,18,0.00,0,0,0,0.00,0,0,0,4.00,4,4,2,15.00,15,15,25,"530439601001"
"G53004309601002","2010","Washington","53","Lincoln County","043","960100","2",733.00,733,733,692,4.00,4,4,1,12.00,12,12,3,0.00,0,0,2,0.00,0,0,1,1.00,1,1,9,8.00,8,8,20,"530439601002"
"G53004309602001","2010","Washington","53","Lincoln County","043","960200","1",688.00,688,688,923,3.00,3,3,3,21.00,21,21,22,6.00,6,6,3,0.00,0,0,0,6.00,6,6,4,18.00,18,18,28,"530439602001"
"G53004309602002","2010","Washington","53","Lincoln County","043","960200","2",833.00,833,833,1141,3.00,3,3,8,18.00,18,18,6,4.00,4,4,6,0.00,0,0,0,2.00,2,2,10,3.00,3,3,20,"530439602002"
"G53004309602003","2010","Washington","53","Lincoln County","043","960200","3",891.00,891,891,881,2.00,2,2,3,18.00,18,18,31,0.00,0,0,4,4.00,4,4,0,10.00,10,10,2,17.00,17,17,20,"530439602003"
"G53004309603001","2010","Washington","53","Lincoln County","043","960300","1",779.00,779,779,889,5.00,5,5,1,20.00,20,20,11,3.00,3,3,2,1.00,1,1,1,4.00,4,4,0,41.00,41,41,20,"530439603001"
"G53004309603002","2010","Washington","53","Lincoln County","043","960300","2",858.00,858,858,839,2.00,2,2,0,23.00,23,23,19,6.00,6,6,6,0.00,0,0,1,0.00,0,0,2,10.00,10,10,32,"530439603002"
"G53004309603003","2010","Washington","53","Lincoln County","043","960300","3",917.00,917,917,836,0.00,0,0,3,11.00,11,11,24,2.00,2,2,4,2.00,2,2,1,5.00,5,5,0,13.00,13,13,23,"530439603003"
"G53004309604001","2010","Washington","53","Lincoln County","043","960400","1",980.00,980,980,949,1.00,1,1,4,15.00,15,15,17,2.00,2,2,3,0.00,0,0,0,8.00,8,8,5,10.00,10,10,13,"530439604001"
"G53004309604002","2010","Washington","53","Lincoln County","043","960400","2",997.00,997,997,914,2.00,2,2,3,5.00,5,5,12,0.00,0,0,2,0.00,0,0,0,9.00,9,9,9,9.00,9,9,15,"530439604002"
"G53004309604003","2010","Washington","53","Lincoln County","043","960400","3",1102.00,1102,1102,1004,0.00,0,0,2,18.00,18,18,10,2.00,2,2,9,0.00,0,0,1,10.00,10,10,6,20.00,20,20,20,"530439604003"
"G53004509400001","2010","Washington","53","Mason County","045","940000","1",204.00,204,204,192,0.00,0,0,0,510.00,510,510,494,1.00,1,1,2,1.00,1,1,0,2.00,2,2,5,12.00,12,12,37,"530459400001"
"G53004509601001","2010","Washington","53","Mason County","045","960100","1",220.00,220,220,289,0.00,0,0,2,9.00,9,9,9,0.00,0,0,1,0.00,0,0,0,0.00,0,0,2,4.00,4,4,5,"530459601001"
"G53004509601002","2010","Washington","53","Mason County","045","960100","2",367.00,367,367,390,1.00,1,1,6,9.00,9,9,5,6.00,6,6,6,0.00,0,0,2,0.00,0,0,1,13.00,13,13,6,"530459601002"
"G53004509602001","2010","Washington","53","Mason County","045","960200","1",1239.00,1239,1239,1361,3.00,3,3,5,36.00,36,36,40,15.00,15,15,24,1.00,1,1,9,9.00,9,9,16,44.00,44,44,47,"530459602001"
"G53004509602002","2010","Washington","53","Mason County","045","960200","2",1074.00,1074,1074,1388,5.00,5,5,6,31.00,31,31,38,12.00,12,12,19,1.00,1,1,2,12.00,12,12,47,32.00,32,32,78,"530459602002"
"G53004509602003","2010","Washington","53","Mason County","045","960200","3",1195.14,1195,1236,1373,9.00,9,10,9,17.00,17,17,30,5.00,5,5,13,1.00,1,1,1,3.00,3,3,10,60.02,60,65,61,"530459602003"
"G53004509602004","2010","Washington","53","Mason County","045","960200","4",916.00,916,916,1055,2.00,2,2,5,14.00,14,14,49,12.00,12,12,15,0.00,0,0,2,10.00,10,10,10,31.00,31,31,30,"530459602004"
"G53004509603001","2010","Washington","53","Mason County","045","960300","1",1225.65,1225,1250,1622,8.00,8,8,3,15.00,15,15,32,19.00,19,19,25,7.00,7,7,7,10.00,10,10,23,57.00,57,57,61,"530459603001"
"G53004509603002","2010","Washington","53","Mason County","045","960300","2",1795.00,1795,1795,2012,8.00,8,8,22,31.00,31,31,106,33.00,33,33,34,14.00,14,14,8,79.00,79,79,59,101.00,101,101,143,"530459603002"
"G53004509603003","2010","Washington","53","Mason County","045","960300","3",616.00,616,616,543,2.00,2,2,2,9.00,9,9,9,4.00,4,4,4,5.00,5,5,0,8.00,8,8,1,15.00,15,15,17,"530459603003"
