GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,GEOID10
"G53005300725041","2010","Washington","53","Pierce County","053","072504","1",1440.00,1440,1440,2000,"530530725041"
"G53005300725042","2010","Washington","53","Pierce County","053","072504","2",2198.00,2198,2198,2638,"530530725042"
"G53005300725051","2010","Washington","53","Pierce County","053","072505","1",1413.85,1407,1908,1629,"530530725051"
"G53005300725052","2010","Washington","53","Pierce County","053","072505","2",1202.00,1202,1202,1370,"530530725052"
"G53005300725053","2010","Washington","53","Pierce County","053","072505","3",2315.07,2314,2796,2755,"530530725053"
"G53005300725054","2010","Washington","53","Pierce County","053","072505","4",1121.93,641,1123,1150,"530530725054"
"G53005300725061","2010","Washington","53","Pierce County","053","072506","1",1027.00,1027,1027,1177,"530530725061"
"G53005300725062","2010","Washington","53","Pierce County","053","072506","2",1566.00,1566,1566,2261,"530530725062"
"G53005300725071","2010","Washington","53","Pierce County","053","072507","1",891.00,891,891,907,"530530725071"
"G53005300725072","2010","Washington","53","Pierce County","053","072507","2",1831.00,1831,1831,1736,"530530725072"
"G53005300726011","2010","Washington","53","Pierce County","053","072601","1",2294.04,2294,2425,2408,"530530726011"
"G53005300726012","2010","Washington","53","Pierce County","053","072601","2",993.00,993,993,1292,"530530726012"
"G53005300726013","2010","Washington","53","Pierce County","053","072601","3",1327.00,1327,1327,1535,"530530726013"
"G53005300726021","2010","Washington","53","Pierce County","053","072602","1",1017.00,1017,1017,1195,"530530726021"
"G53005300726022","2010","Washington","53","Pierce County","053","072602","2",1115.33,1100,1266,1402,"530530726022"
"G53005300726023","2010","Washington","53","Pierce County","053","072602","3",1207.67,1057,1223,1301,"530530726023"
"G53005300726031","2010","Washington","53","Pierce County","053","072603","1",964.00,964,964,979,"530530726031"
"G53005300726032","2010","Washington","53","Pierce County","053","072603","2",771.00,771,771,940,"530530726032"
"G53005300726033","2010","Washington","53","Pierce County","053","072603","3",900.00,900,900,1037,"530530726033"
"G53005300726034","2010","Washington","53","Pierce County","053","072603","4",1417.00,1417,1417,2000,"530530726034"
"G53005300726035","2010","Washington","53","Pierce County","053","072603","5",1516.00,1516,1516,1506,"530530726035"
"G53005300728001","2010","Washington","53","Pierce County","053","072800","1",140.00,140,140,5152,"530530728001"
"G53005300728002","2010","Washington","53","Pierce County","053","072800","2",2033.00,2033,2033,3115,"530530728002"
"G53005300729011","2010","Washington","53","Pierce County","053","072901","1",3958.22,4,10265,2507,"530530729011"
"G53005300729031","2010","Washington","53","Pierce County","053","072903","1",2518.04,338,4392,2716,"530530729031"
"G53005300729051","2010","Washington","53","Pierce County","053","072905","1",2707.90,0,2722,2139,"530530729051"
"G53005300729052","2010","Washington","53","Pierce County","053","072905","2",1380.94,0,3584,1148,"530530729052"
"G53005300729053","2010","Washington","53","Pierce County","053","072905","3",2203.06,0,3584,1927,"530530729053"
"G53005300729061","2010","Washington","53","Pierce County","053","072906","1",3247.89,44,7889,1342,"530530729061"
"G53005300729062","2010","Washington","53","Pierce County","053","072906","2",1192.43,0,4365,50,"530530729062"
"G53005300729071","2010","Washington","53","Pierce County","053","072907","1",2102.18,206,5376,1976,"530530729071"
"G53005300729072","2010","Washington","53","Pierce County","053","072907","2",3503.44,621,5602,2701,"530530729072"
"G53005300729073","2010","Washington","53","Pierce County","053","072907","3",351.69,0,5177,2,"530530729073"
"G53005300730011","2010","Washington","53","Pierce County","053","073001","1",973.00,973,973,1265,"530530730011"
"G53005300730012","2010","Washington","53","Pierce County","053","073001","2",781.00,781,781,921,"530530730012"
"G53005300730013","2010","Washington","53","Pierce County","053","073001","3",1003.00,1003,1003,1241,"530530730013"
"G53005300730014","2010","Washington","53","Pierce County","053","073001","4",1253.00,1253,1253,1368,"530530730014"
"G53005300730015","2010","Washington","53","Pierce County","053","073001","5",1219.74,1131,1233,1287,"530530730015"
"G53005300730051","2010","Washington","53","Pierce County","053","073005","1",1104.00,1104,1104,1141,"530530730051"
"G53005300730052","2010","Washington","53","Pierce County","053","073005","2",1257.00,1257,1257,1562,"530530730052"
"G53005300730053","2010","Washington","53","Pierce County","053","073005","3",920.00,920,920,1003,"530530730053"
"G53005300730054","2010","Washington","53","Pierce County","053","073005","4",1363.00,1363,1363,1725,"530530730054"
"G53005300730061","2010","Washington","53","Pierce County","053","073006","1",1716.00,1716,1716,2455,"530530730061"
"G53005300730062","2010","Washington","53","Pierce County","053","073006","2",1186.00,1186,1186,1373,"530530730062"
"G53005300731081","2010","Washington","53","Pierce County","053","073108","1",2042.00,2042,2042,2258,"530530731081"
"G53005300731082","2010","Washington","53","Pierce County","053","073108","2",1662.00,1662,1662,3143,"530530731082"
"G53005300731083","2010","Washington","53","Pierce County","053","073108","3",1694.00,1694,1694,2050,"530530731083"
"G53005300731101","2010","Washington","53","Pierce County","053","073110","1",1962.00,1962,1962,2093,"530530731101"
"G53005300731102","2010","Washington","53","Pierce County","053","073110","2",1469.00,1469,1469,1771,"530530731102"
"G53005300731111","2010","Washington","53","Pierce County","053","073111","1",1375.00,1375,1375,2139,"530530731111"
"G53005300731112","2010","Washington","53","Pierce County","053","073111","2",1191.00,1191,1191,1152,"530530731112"
"G53005300731113","2010","Washington","53","Pierce County","053","073111","3",1160.00,1160,1160,1055,"530530731113"
"G53005300731131","2010","Washington","53","Pierce County","053","073113","1",1837.00,1837,1837,1942,"530530731131"
"G53005300731132","2010","Washington","53","Pierce County","053","073113","2",664.07,664,923,2127,"530530731132"
"G53005300731133","2010","Washington","53","Pierce County","053","073113","3",1176.00,1176,1176,2295,"530530731133"
"G53005300731141","2010","Washington","53","Pierce County","053","073114","1",2655.00,2655,2655,2667,"530530731141"
"G53005300731142","2010","Washington","53","Pierce County","053","073114","2",1629.56,1165,1637,1653,"530530731142"
"G53005300731143","2010","Washington","53","Pierce County","053","073114","3",1372.00,1372,1372,1290,"530530731143"
"G53005300731151","2010","Washington","53","Pierce County","053","073115","1",1989.00,1989,1989,2081,"530530731151"
"G53005300731152","2010","Washington","53","Pierce County","053","073115","2",1687.00,1687,1687,1612,"530530731152"
"G53005300731153","2010","Washington","53","Pierce County","053","073115","3",746.00,746,746,756,"530530731153"
"G53005300731161","2010","Washington","53","Pierce County","053","073116","1",1804.00,1804,1804,2004,"530530731161"
"G53005300731162","2010","Washington","53","Pierce County","053","073116","2",1171.00,1171,1171,1348,"530530731162"
"G53005300731171","2010","Washington","53","Pierce County","053","073117","1",1435.00,1435,1435,1661,"530530731171"
"G53005300731172","2010","Washington","53","Pierce County","053","073117","2",1996.00,1996,1996,2130,"530530731172"
"G53005300731181","2010","Washington","53","Pierce County","053","073118","1",1772.00,1772,1772,2115,"530530731181"
"G53005300731182","2010","Washington","53","Pierce County","053","073118","2",2304.14,2304,2360,2486,"530530731182"
"G53005300731191","2010","Washington","53","Pierce County","053","073119","1",1046.00,1046,1046,1121,"530530731191"
"G53005300731192","2010","Washington","53","Pierce County","053","073119","2",1732.00,1692,1732,2033,"530530731192"
"G53005300731201","2010","Washington","53","Pierce County","053","073120","1",1561.30,1448,1973,1771,"530530731201"
"G53005300731202","2010","Washington","53","Pierce County","053","073120","2",1098.70,687,1212,1641,"530530731202"
"G53005300731211","2010","Washington","53","Pierce County","053","073121","1",2160.00,2160,2160,2088,"530530731211"
"G53005300731212","2010","Washington","53","Pierce County","053","073121","2",1389.00,1389,1389,2620,"530530731212"
"G53005300731221","2010","Washington","53","Pierce County","053","073122","1",933.21,495,1704,1444,"530530731221"
"G53005300731222","2010","Washington","53","Pierce County","053","073122","2",1253.16,557,1649,2948,"530530731222"
"G53005300731231","2010","Washington","53","Pierce County","053","073123","1",968.12,367,1475,3117,"530530731231"
"G53005300731232","2010","Washington","53","Pierce County","053","073123","2",1298.44,834,1566,1432,"530530731232"
"G53005300731241","2010","Washington","53","Pierce County","053","073124","1",956.00,956,956,864,"530530731241"
"G53005300731242","2010","Washington","53","Pierce County","053","073124","2",1141.00,1141,1141,1929,"530530731242"
"G53005300731251","2010","Washington","53","Pierce County","053","073125","1",1956.66,626,3350,4541,"530530731251"
"G53005300731252","2010","Washington","53","Pierce County","053","073125","2",1157.14,553,2199,1879,"530530731252"
"G53005300731253","2010","Washington","53","Pierce County","053","073125","3",1383.31,721,1799,3164,"530530731253"
"G53005300731261","2010","Washington","53","Pierce County","053","073126","1",140.90,14,634,3616,"530530731261"
"G53005300732001","2010","Washington","53","Pierce County","053","073200","1",1144.00,1144,1144,1352,"530530732001"
"G53005300732002","2010","Washington","53","Pierce County","053","073200","2",1003.00,1003,1003,1252,"530530732002"
"G53005300732003","2010","Washington","53","Pierce County","053","073200","3",1121.00,1121,1121,1408,"530530732003"
"G53005300732004","2010","Washington","53","Pierce County","053","073200","4",1886.00,1886,1886,2208,"530530732004"
"G53005300733011","2010","Washington","53","Pierce County","053","073301","1",2159.00,2159,2159,2637,"530530733011"
"G53005300733012","2010","Washington","53","Pierce County","053","073301","2",1149.00,1149,1149,1115,"530530733012"
"G53005300733013","2010","Washington","53","Pierce County","053","073301","3",420.79,407,425,354,"530530733013"
"G53005300733014","2010","Washington","53","Pierce County","053","073301","4",1316.00,1316,1316,1361,"530530733014"
"G53005300733021","2010","Washington","53","Pierce County","053","073302","1",1431.00,1431,1431,1431,"530530733021"
"G53005300733022","2010","Washington","53","Pierce County","053","073302","2",1331.33,1099,1333,1521,"530530733022"
"G53005300733023","2010","Washington","53","Pierce County","053","073302","3",810.72,527,811,1081,"530530733023"
"G53005300734041","2010","Washington","53","Pierce County","053","073404","1",1232.00,1232,1232,1182,"530530734041"
"G53005300734042","2010","Washington","53","Pierce County","053","073404","2",1037.00,1037,1037,1003,"530530734042"
"G53005300734043","2010","Washington","53","Pierce County","053","073404","3",903.00,903,903,897,"530530734043"
"G53005300734044","2010","Washington","53","Pierce County","053","073404","4",1347.00,1347,1347,1238,"530530734044"
"G53005300734045","2010","Washington","53","Pierce County","053","073404","5",1712.00,1712,1712,1779,"530530734045"
"G53005300734051","2010","Washington","53","Pierce County","053","073405","1",1699.00,1699,1699,2053,"530530734051"
"G53005300734052","2010","Washington","53","Pierce County","053","073405","2",1585.00,1585,1585,1596,"530530734052"
"G53005300734061","2010","Washington","53","Pierce County","053","073406","1",1857.00,1857,1857,1769,"530530734061"
"G53005300734062","2010","Washington","53","Pierce County","053","073406","2",1304.00,1304,1304,1257,"530530734062"
"G53005300734063","2010","Washington","53","Pierce County","053","073406","3",1070.00,1070,1070,1749,"530530734063"
"G53005300734071","2010","Washington","53","Pierce County","053","073407","1",1256.00,1256,1256,1288,"530530734071"
"G53005300734072","2010","Washington","53","Pierce County","053","073407","2",1151.00,1151,1151,1142,"530530734072"
"G53005300734073","2010","Washington","53","Pierce County","053","073407","3",1206.00,1206,1206,1178,"530530734073"
"G53005300734081","2010","Washington","53","Pierce County","053","073408","1",1699.00,1699,1699,1971,"530530734081"
"G53005300734082","2010","Washington","53","Pierce County","053","073408","2",1041.00,1041,1041,1056,"530530734082"
"G53005300734083","2010","Washington","53","Pierce County","053","073408","3",1194.00,1194,1194,1097,"530530734083"
"G53005300735001","2010","Washington","53","Pierce County","053","073500","1",1250.00,1250,1250,1353,"530530735001"
"G53005300735002","2010","Washington","53","Pierce County","053","073500","2",1298.00,1298,1298,1313,"530530735002"
"G53005300735003","2010","Washington","53","Pierce County","053","073500","3",1091.00,1091,1091,1130,"530530735003"
"G53005300735004","2010","Washington","53","Pierce County","053","073500","4",975.00,975,975,1033,"530530735004"
"G53005300735005","2010","Washington","53","Pierce County","053","073500","5",1018.00,1018,1018,984,"530530735005"
"G53005300735006","2010","Washington","53","Pierce County","053","073500","6",1119.00,1119,1119,1217,"530530735006"
"G53005309400011","2010","Washington","53","Pierce County","053","940001","1",1444.17,1247,1696,1509,"530539400011"
"G53005309400012","2010","Washington","53","Pierce County","053","940001","2",1167.00,1167,1167,1251,"530539400012"
"G53005309400021","2010","Washington","53","Pierce County","053","940002","1",1183.72,1182,1910,1434,"530539400021"
"G53005309400022","2010","Washington","53","Pierce County","053","940002","2",1173.00,1173,1173,1236,"530539400022"
"G53005309400023","2010","Washington","53","Pierce County","053","940002","3",1117.56,196,1431,1275,"530539400023"
"G53005309400031","2010","Washington","53","Pierce County","053","940003","1",143.00,143,143,3122,"530539400031"
"G53005309400032","2010","Washington","53","Pierce County","053","940003","2",996.28,270,998,1633,"530539400032"
"G53005309400033","2010","Washington","53","Pierce County","053","940003","3",1745.00,1745,1745,2035,"530539400033"
"G53005309400041","2010","Washington","53","Pierce County","053","940004","1",1142.00,1142,1142,1083,"530539400041"
"G53005309400042","2010","Washington","53","Pierce County","053","940004","2",840.00,840,840,863,"530539400042"
"G53005309400043","2010","Washington","53","Pierce County","053","940004","3",985.00,985,985,946,"530539400043"
"G53005309400044","2010","Washington","53","Pierce County","053","940004","4",919.00,919,919,864,"530539400044"
"G53005309400045","2010","Washington","53","Pierce County","053","940004","5",1364.00,1364,1364,1285,"530539400045"
"G53005309400046","2010","Washington","53","Pierce County","053","940004","6",1534.00,1534,1534,1463,"530539400046"
"G53005309400051","2010","Washington","53","Pierce County","053","940005","1",1294.70,802,1306,1519,"530539400051"
"G53005309400052","2010","Washington","53","Pierce County","053","940005","2",1447.00,1447,1447,1887,"530539400052"
"G53005309400053","2010","Washington","53","Pierce County","053","940005","3",2530.17,1852,2551,2433,"530539400053"
"G53005309400061","2010","Washington","53","Pierce County","053","940006","1",1313.00,1313,1313,1452,"530539400061"
"G53005309400062","2010","Washington","53","Pierce County","053","940006","2",1489.00,1489,1489,995,"530539400062"
"G53005309400071","2010","Washington","53","Pierce County","053","940007","1",1009.00,1009,1009,922,"530539400071"
"G53005309400072","2010","Washington","53","Pierce County","053","940007","2",1227.00,1227,1227,1116,"530539400072"
"G53005309400073","2010","Washington","53","Pierce County","053","940007","3",1031.00,1031,1031,1112,"530539400073"
"G53005309400081","2010","Washington","53","Pierce County","053","940008","1",2705.70,2703,2873,2688,"530539400081"
"G53005309400082","2010","Washington","53","Pierce County","053","940008","2",1487.22,1252,1496,1650,"530539400082"
"G53005309400083","2010","Washington","53","Pierce County","053","940008","3",1413.30,1246,1416,1564,"530539400083"
"G53005309400091","2010","Washington","53","Pierce County","053","940009","1",1534.03,1050,1535,1730,"530539400091"
"G53005309400092","2010","Washington","53","Pierce County","053","940009","2",1025.00,1025,1025,1115,"530539400092"
"G53005309400101","2010","Washington","53","Pierce County","053","940010","1",1838.97,1838,2323,1880,"530539400101"
"G53005309400102","2010","Washington","53","Pierce County","053","940010","2",1502.00,1502,1502,1500,"530539400102"
"G53005309400103","2010","Washington","53","Pierce County","053","940010","3",768.00,768,768,605,"530539400103"
"G53005309400111","2010","Washington","53","Pierce County","053","940011","1",1311.00,1311,1311,1307,"530539400111"
"G53005309400112","2010","Washington","53","Pierce County","053","940011","2",1755.21,1548,1845,1698,"530539400112"
"G53005309400113","2010","Washington","53","Pierce County","053","940011","3",1025.57,992,1043,1101,"530539400113"
"G53005509601001","2010","Washington","53","San Juan County","055","960100","1",1409.00,1409,1409,1572,"530559601001"
"G53005509601002","2010","Washington","53","San Juan County","055","960100","2",1118.00,1118,1118,1335,"530559601002"
"G53005509601003","2010","Washington","53","San Juan County","055","960100","3",889.00,889,889,1031,"530559601003"
"G53005509601004","2010","Washington","53","San Juan County","055","960100","4",1177.00,1177,1177,1416,"530559601004"
"G53005509603001","2010","Washington","53","San Juan County","055","960300","1",885.00,885,885,1152,"530559603001"
"G53005509603002","2010","Washington","53","San Juan County","055","960300","2",1091.00,1091,1091,1221,"530559603002"
"G53005509603003","2010","Washington","53","San Juan County","055","960300","3",1118.00,1118,1118,1105,"530559603003"
"G53005509603004","2010","Washington","53","San Juan County","055","960300","4",1135.00,1135,1135,1283,"530559603004"
"G53005509604001","2010","Washington","53","San Juan County","055","960400","1",825.00,825,825,904,"530559604001"
"G53005509604002","2010","Washington","53","San Juan County","055","960400","2",876.00,876,876,817,"530559604002"
"G53005509604003","2010","Washington","53","San Juan County","055","960400","3",964.00,964,964,1180,"530559604003"
"G53005509605001","2010","Washington","53","San Juan County","055","960500","1",1394.00,1394,1394,1492,"530559605001"
"G53005509605002","2010","Washington","53","San Juan County","055","960500","2",1196.00,1196,1196,1261,"530559605002"
"G53005509901000","2010","Washington","53","San Juan County","055","990100","0",0.00,0,0,0,"530559901000"
"G53005709402001","2010","Washington","53","Skagit County","057","940200","1",982.00,982,982,970,"530579402001"
"G53005709402002","2010","Washington","53","Skagit County","057","940200","2",1011.00,1011,1011,1211,"530579402002"
"G53005709403001","2010","Washington","53","Skagit County","057","940300","1",1052.00,1052,1052,1174,"530579403001"
"G53005709403002","2010","Washington","53","Skagit County","057","940300","2",1456.86,1446,1457,1579,"530579403002"
"G53005709403003","2010","Washington","53","Skagit County","057","940300","3",1840.00,1840,1840,2127,"530579403003"
"G53005709404001","2010","Washington","53","Skagit County","057","940400","1",2236.21,1619,2923,2582,"530579404001"
"G53005709404002","2010","Washington","53","Skagit County","057","940400","2",1488.00,1488,1488,1552,"530579404002"
"G53005709404003","2010","Washington","53","Skagit County","057","940400","3",2178.79,1492,2796,2705,"530579404003"
"G53005709405001","2010","Washington","53","Skagit County","057","940500","1",1048.00,1048,1048,1090,"530579405001"
"G53005709405002","2010","Washington","53","Skagit County","057","940500","2",640.00,640,640,710,"530579405002"
"G53005709405003","2010","Washington","53","Skagit County","057","940500","3",696.00,696,696,667,"530579405003"
"G53005709406001","2010","Washington","53","Skagit County","057","940600","1",802.00,802,802,793,"530579406001"
"G53005709406002","2010","Washington","53","Skagit County","057","940600","2",799.00,799,799,737,"530579406002"
"G53005709407001","2010","Washington","53","Skagit County","057","940700","1",858.00,858,858,894,"530579407001"
"G53005709407002","2010","Washington","53","Skagit County","057","940700","2",716.00,716,716,668,"530579407002"
"G53005709408001","2010","Washington","53","Skagit County","057","940800","1",1997.12,1997,2175,2278,"530579408001"
"G53005709408002","2010","Washington","53","Skagit County","057","940800","2",667.14,667,678,732,"530579408002"
"G53005709501001","2010","Washington","53","Skagit County","057","950100","1",605.00,605,605,689,"530579501001"
"G53005709501002","2010","Washington","53","Skagit County","057","950100","2",233.97,212,234,184,"530579501002"
"G53005709508001","2010","Washington","53","Skagit County","057","950800","1",1004.00,1004,1004,1112,"530579508001"
"G53005709508002","2010","Washington","53","Skagit County","057","950800","2",1155.00,1155,1155,1253,"530579508002"
"G53005709508003","2010","Washington","53","Skagit County","057","950800","3",934.00,934,934,949,"530579508003"
"G53005709508004","2010","Washington","53","Skagit County","057","950800","4",1263.00,1263,1263,1386,"530579508004"
"G53005709508005","2010","Washington","53","Skagit County","057","950800","5",1073.00,1073,1073,1315,"530579508005"
"G53005709509001","2010","Washington","53","Skagit County","057","950900","1",1568.00,1568,1568,1596,"530579509001"
"G53005709509002","2010","Washington","53","Skagit County","057","950900","2",2398.00,2398,2398,2475,"530579509002"
"G53005709510001","2010","Washington","53","Skagit County","057","951000","1",1472.00,1472,1472,1462,"530579510001"
"G53005709510002","2010","Washington","53","Skagit County","057","951000","2",1222.00,1222,1222,1359,"530579510002"
"G53005709511001","2010","Washington","53","Skagit County","057","951100","1",847.00,847,847,789,"530579511001"
"G53005709511002","2010","Washington","53","Skagit County","057","951100","2",2086.08,2086,2122,2224,"530579511002"
"G53005709511003","2010","Washington","53","Skagit County","057","951100","3",704.92,669,705,671,"530579511003"
"G53005709511004","2010","Washington","53","Skagit County","057","951100","4",873.00,873,873,1031,"530579511004"
"G53005709512001","2010","Washington","53","Skagit County","057","951200","1",2050.00,2050,2050,2989,"530579512001"
"G53005709513001","2010","Washington","53","Skagit County","057","951300","1",1089.00,1089,1089,1162,"530579513001"
"G53005709513002","2010","Washington","53","Skagit County","057","951300","2",723.00,723,723,691,"530579513002"
"G53005709514001","2010","Washington","53","Skagit County","057","951400","1",624.00,624,624,639,"530579514001"
"G53005709514002","2010","Washington","53","Skagit County","057","951400","2",956.00,956,956,936,"530579514002"
"G53005709514003","2010","Washington","53","Skagit County","057","951400","3",941.00,941,941,978,"530579514003"
"G53005709514004","2010","Washington","53","Skagit County","057","951400","4",1345.00,1345,1345,1476,"530579514004"
"G53005709515001","2010","Washington","53","Skagit County","057","951500","1",993.00,993,993,1282,"530579515001"
"G53005709515002","2010","Washington","53","Skagit County","057","951500","2",830.00,830,830,1769,"530579515002"
"G53005709515003","2010","Washington","53","Skagit County","057","951500","3",2795.00,2795,2795,3296,"530579515003"
"G53005709515004","2010","Washington","53","Skagit County","057","951500","4",778.00,778,778,762,"530579515004"
"G53005709515005","2010","Washington","53","Skagit County","057","951500","5",2219.00,2219,2219,2217,"530579515005"
"G53005709516001","2010","Washington","53","Skagit County","057","951600","1",922.00,922,922,1441,"530579516001"
"G53005709516002","2010","Washington","53","Skagit County","057","951600","2",1236.00,1236,1236,1362,"530579516002"
"G53005709516003","2010","Washington","53","Skagit County","057","951600","3",1438.00,1438,1438,1549,"530579516003"
"G53005709517001","2010","Washington","53","Skagit County","057","951700","1",1168.00,1168,1168,1039,"530579517001"
"G53005709517002","2010","Washington","53","Skagit County","057","951700","2",2161.00,2161,2161,2650,"530579517002"
"G53005709518001","2010","Washington","53","Skagit County","057","951800","1",2372.00,2372,2372,3001,"530579518001"
"G53005709518002","2010","Washington","53","Skagit County","057","951800","2",1039.00,1039,1039,1417,"530579518002"
"G53005709519001","2010","Washington","53","Skagit County","057","951900","1",1012.00,1012,1012,1137,"530579519001"
"G53005709519002","2010","Washington","53","Skagit County","057","951900","2",2391.00,2391,2391,2382,"530579519002"
"G53005709521001","2010","Washington","53","Skagit County","057","952100","1",785.00,761,785,898,"530579521001"
"G53005709521002","2010","Washington","53","Skagit County","057","952100","2",563.84,347,564,658,"530579521002"
"G53005709521003","2010","Washington","53","Skagit County","057","952100","3",1765.07,1765,1850,1754,"530579521003"
"G53005709522001","2010","Washington","53","Skagit County","057","952200","1",827.00,827,827,1079,"530579522001"
"G53005709522002","2010","Washington","53","Skagit County","057","952200","2",1476.00,1476,1476,1706,"530579522002"
"G53005709522003","2010","Washington","53","Skagit County","057","952200","3",1147.00,1147,1147,1359,"530579522003"
"G53005709523011","2010","Washington","53","Skagit County","057","952301","1",2446.00,2446,2446,2141,"530579523011"
"G53005709523012","2010","Washington","53","Skagit County","057","952301","2",914.00,914,914,1177,"530579523012"
"G53005709523013","2010","Washington","53","Skagit County","057","952301","3",1353.00,1353,1353,1244,"530579523013"
"G53005709523021","2010","Washington","53","Skagit County","057","952302","1",2616.00,2616,2616,4713,"530579523021"
"G53005709523022","2010","Washington","53","Skagit County","057","952302","2",2388.00,2388,2388,2310,"530579523022"
"G53005709523023","2010","Washington","53","Skagit County","057","952302","3",1234.00,1234,1234,1699,"530579523023"
"G53005709524011","2010","Washington","53","Skagit County","057","952401","1",758.00,758,758,589,"530579524011"
"G53005709524012","2010","Washington","53","Skagit County","057","952401","2",1081.00,1081,1081,1100,"530579524012"
"G53005709524013","2010","Washington","53","Skagit County","057","952401","3",1093.00,1093,1093,1142,"530579524013"
"G53005709524021","2010","Washington","53","Skagit County","057","952402","1",1754.00,1754,1754,1755,"530579524021"
"G53005709524022","2010","Washington","53","Skagit County","057","952402","2",1143.00,1143,1143,1142,"530579524022"
"G53005709524023","2010","Washington","53","Skagit County","057","952402","3",2990.00,2990,2990,4511,"530579524023"
"G53005709525001","2010","Washington","53","Skagit County","057","952500","1",1192.00,1192,1192,1371,"530579525001"
"G53005709525002","2010","Washington","53","Skagit County","057","952500","2",1318.00,1318,1318,1323,"530579525002"
"G53005709525003","2010","Washington","53","Skagit County","057","952500","3",540.00,540,540,596,"530579525003"
"G53005709526001","2010","Washington","53","Skagit County","057","952600","1",663.00,663,663,716,"530579526001"
"G53005709526002","2010","Washington","53","Skagit County","057","952600","2",823.00,823,823,896,"530579526002"
"G53005709526003","2010","Washington","53","Skagit County","057","952600","3",586.00,586,586,631,"530579526003"
"G53005709526004","2010","Washington","53","Skagit County","057","952600","4",1196.00,1196,1196,1578,"530579526004"
"G53005709527001","2010","Washington","53","Skagit County","057","952700","1",1298.00,1298,1298,1494,"530579527001"
"G53005709527002","2010","Washington","53","Skagit County","057","952700","2",1115.00,1115,1115,1274,"530579527002"
"G53005709527003","2010","Washington","53","Skagit County","057","952700","3",925.00,925,925,906,"530579527003"
"G53005709901000","2010","Washington","53","Skagit County","057","990100","0",0.00,0,0,0,"530579901000"
"G53005909501001","2010","Washington","53","Skamania County","059","950100","1",83.00,83,113,98,"530599501001"
"G53005909502001","2010","Washington","53","Skamania County","059","950200","1",1349.31,1309,1403,1585,"530599502001"
"G53005909502002","2010","Washington","53","Skamania County","059","950200","2",994.00,994,994,1228,"530599502002"
"G53005909502003","2010","Washington","53","Skamania County","059","950200","3",1143.00,1143,1143,1451,"530599502003"
"G53005909503001","2010","Washington","53","Skamania County","059","950300","1",815.00,815,815,910,"530599503001"
"G53005909503002","2010","Washington","53","Skamania County","059","950300","2",973.00,973,973,1100,"530599503002"
"G53005909504001","2010","Washington","53","Skamania County","059","950400","1",740.00,740,740,727,"530599504001"
"G53005909504002","2010","Washington","53","Skamania County","059","950400","2",1452.00,1452,1452,1507,"530599504002"
"G53005909505001","2010","Washington","53","Skamania County","059","950500","1",786.00,786,786,837,"530599505001"
"G53005909505002","2010","Washington","53","Skamania County","059","950500","2",1537.00,1537,1537,1623,"530599505002"
"G53006100401001","2010","Washington","53","Snohomish County","061","040100","1",1143.00,1143,1143,1099,"530610401001"
"G53006100401002","2010","Washington","53","Snohomish County","061","040100","2",1221.00,1221,1221,1117,"530610401002"
"G53006100401003","2010","Washington","53","Snohomish County","061","040100","3",1022.00,1022,1022,1016,"530610401003"
"G53006100401004","2010","Washington","53","Snohomish County","061","040100","4",2855.00,2855,2855,2150,"530610401004"
"G53006100402001","2010","Washington","53","Snohomish County","061","040200","1",2269.00,2269,2269,2285,"530610402001"
"G53006100402002","2010","Washington","53","Snohomish County","061","040200","2",718.00,718,718,949,"530610402002"
"G53006100402003","2010","Washington","53","Snohomish County","061","040200","3",1204.00,1204,1204,1148,"530610402003"
"G53006100402004","2010","Washington","53","Snohomish County","061","040200","4",1416.00,1416,1416,1543,"530610402004"
"G53006100403001","2010","Washington","53","Snohomish County","061","040300","1",1472.00,1472,1472,1366,"530610403001"
"G53006100403002","2010","Washington","53","Snohomish County","061","040300","2",1738.00,1738,1738,1571,"530610403002"
"G53006100404001","2010","Washington","53","Snohomish County","061","040400","1",1687.00,1687,1687,1622,"530610404001"
"G53006100404002","2010","Washington","53","Snohomish County","061","040400","2",1300.00,1300,1300,1237,"530610404002"
"G53006100404003","2010","Washington","53","Snohomish County","061","040400","3",987.00,987,987,1008,"530610404003"
"G53006100405001","2010","Washington","53","Snohomish County","061","040500","1",1416.00,1416,1416,1342,"530610405001"
"G53006100405002","2010","Washington","53","Snohomish County","061","040500","2",1084.00,1084,1084,1060,"530610405002"
"G53006100407001","2010","Washington","53","Snohomish County","061","040700","1",1039.00,1039,1039,1666,"530610407001"
"G53006100407002","2010","Washington","53","Snohomish County","061","040700","2",1301.00,1301,1301,1185,"530610407002"
"G53006100407003","2010","Washington","53","Snohomish County","061","040700","3",857.00,857,857,914,"530610407003"
"G53006100407004","2010","Washington","53","Snohomish County","061","040700","4",1015.00,1015,1015,961,"530610407004"
"G53006100408001","2010","Washington","53","Snohomish County","061","040800","1",895.00,895,895,959,"530610408001"
"G53006100408002","2010","Washington","53","Snohomish County","061","040800","2",1161.00,1161,1161,1459,"530610408002"
"G53006100409001","2010","Washington","53","Snohomish County","061","040900","1",1240.00,1240,1240,1190,"530610409001"
"G53006100409002","2010","Washington","53","Snohomish County","061","040900","2",1641.00,1641,1641,1620,"530610409002"
